"ENTIDAD","NOMBRE_CIENTIFICO","K1","TItulo","Short_Title"
"BAJA CALIFORNIA NORTE","Macrobrachium michoacanus","CHANO BAHIA DE LOS ANGELES; SAN FELIPE BERRUGATA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Macrobrachium michoacanus en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Megalops atlanticus","SABALO SAN FELIPE OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Megalops atlanticus en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Megapitaria squalida","ALMEJA CHOCOLATA VILLA DE JESUS MARIA ALMEJA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Megapitaria squalida en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Menticirrhus panamensis","BOCADULCE VILLA DE JESUS MARIA BERRUGATA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Menticirrhus panamensis en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Merluccius productus","MERLUZA BAHIA DE LOS ANGELES; SAN FELIPE OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Merluccius productus en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Microlepidotus inornatus","RAYADILLO BAHIA DE LOS ANGELES OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Microlepidotus inornatus en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Micropterus salmoides","LOBINA NEGRA MEXICALI LOBINA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Micropterus salmoides en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Micropterus salmoides","LOBINA NEGRA ENSENADA LOBINA Estadistica oficial; Pesca; Produccion; Captura","T1","CULTIVO (peso vivo) de Micropterus salmoides en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","MUGIL SP","LISA SE BAHIA DE LOS ANGELES; ENSENADA; MEXICALI; SAN FELIPE; VILLA DE JESUS MARIA LISA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de MUGIL SP en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Mustelus californicus","TRIPA ENSENADA; SAN FELIPE TIBURON Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Mustelus californicus en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","MUSTELUS HENLEI/MUSTELUS LUNULATUS","TIBURON MAMON BAHIA DE LOS ANGELES TIBURON Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de MUSTELUS HENLEI/MUSTELUS LUNULATUS en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Mustelus spp","CAZON BAHIA DE LOS ANGELES; ENSENADA; ISLA CEDROS; MEXICALI; SAN FELIPE; SAN QUINTIN; VILLA DE JESUS MARIA CAZON Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Mustelus spp en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Mycteroperca jordani","BAYA SAN FELIPE OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Mycteroperca jordani en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Myliobatis californica","GAVILAN EL ROSARIO; ENSENADA; ISLA CEDROS; MEXICALI; SAN FELIPE; SAN QUINTIN RAYA Y SIMILARES Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Myliobatis californica en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","MYTILUS SPP","MEJILLON SE EL ROSARIO; ENSENADA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de MYTILUS SPP en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","MYTILUS SPP","MEJILLON SE ENSENADA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CULTIVO (peso vivo) de MYTILUS SPP en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","N/D","CALAMAR SE; FAJADO; OTRAS ESPECIES; TIBURON SE; ALGA SE; ESPECIES DE ORNATO; ESTRELLA DE MAR; TIBURON LIMON; GRILLO; BARRASA; TIBURON COYOTE; TIBURON ESPINOZO; CALAMAR LOLIGO; FAUNA DE ACOMPAÑAMIENTO; ALMEJA SE; BALLUSA; ABOGADO; BOLIN; LISTON; CHARRA; CAZON DE PLAYA; BARBILLA BAHIA DE LOS ANGELES; EL ROSARIO; ENSENADA; ISLA CEDROS; MEXICALI; SAN FELIPE; TIJUANA; SAN QUINTIN; VILLA DE JESUS MARIA CALAMAR; OTRAS; TIBURON; ALGAS; PECES DE ORNATO; FAUNA; ALMEJA; CINTILLA; CAZON Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de N/D en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","N/D","OTRAS ESPECIES; PLANTAS ACUATICAS; PECES DE ORNATO ENSENADA OTRAS; PECES DE ORNATO Estadistica oficial; Pesca; Produccion; Captura","T1","CULTIVO (peso vivo) de N/D en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","NEMATISTIUS PECTORALIS","PEZ GALLO BAHIA DE LOS ANGELES OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de NEMATISTIUS PECTORALIS en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","OCTOPUS SP","PULPO SE BAHIA DE LOS ANGELES; SAN FELIPE PULPO Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de OCTOPUS SP en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","ONCORHYNCHUS MYKISS","TRUCHA ARCO-IRIS ENSENADA TRUCHA Estadistica oficial; Pesca; Produccion; Captura","T1","CULTIVO (peso vivo) de ONCORHYNCHUS MYKISS en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Ophisternon aenigmaticum","ANGUILA ENSENADA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Ophisternon aenigmaticum en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Oreochromis spp.","TILAPIA SE MEXICALI MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Oreochromis spp. en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Oreochromis spp.","TILAPIA SE MEXICALI MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T1","CULTIVO (peso vivo) de Oreochromis spp. en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","OREOCHROMIS SPP","MOJARRA SE BAHIA DE LOS ANGELES; EL ROSARIO; ENSENADA; MEXICALI; SAN FELIPE; VILLA DE JESUS MARIA MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de OREOCHROMIS SPP en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Panopea globosa/Panopea Generosa","ALMEJA GENEROSA BAHIA DE LOS ANGELES; EL ROSARIO; ENSENADA; MEXICALI; SAN FELIPE; SAN QUINTIN; VILLA DE JESUS MARIA ALMEJA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Panopea globosa/Panopea Generosa en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Panulirus inflatus","LANGOSTA AZUL EL ROSARIO LANGOSTA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Panulirus inflatus en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Panulirus interruptus","LANGOSTA ROJA BAHIA DE LOS ANGELES; EL ROSARIO; ENSENADA; ISLA CEDROS; SAN QUINTIN; VILLA DE JESUS MARIA LANGOSTA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Panulirus interruptus en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","PANULIRUS SP","LANGOSTA SE EL ROSARIO; ENSENADA; VILLA DE JESUS MARIA LANGOSTA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de PANULIRUS SP en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Paralabrax maculatofasciatus","CABRILLA DE ROCA SAN QUINTIN CABRILLA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Paralabrax maculatofasciatus en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Paralabrax nebulifer","VERDILLO EL ROSARIO; ENSENADA; SAN QUINTIN; VILLA DE JESUS MARIA CABRILLA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Paralabrax nebulifer en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Paralichthyidae spp/Pleuronectidae spp","LENGUADO SE BAHIA DE LOS ANGELES; EL ROSARIO; ENSENADA; ISLA CEDROS; SAN FELIPE; SAN QUINTIN; VILLA DE JESUS MARIA LENGUADO Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Paralichthyidae spp/Pleuronectidae spp en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Parastichopus parvimensis","PEPINO DE MAR EL ROSARIO; ENSENADA; SAN QUINTIN; VILLA DE JESUS MARIA PEPINO DE MAR Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Parastichopus parvimensis en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","PATELLA VULGATA","LAPA EL ROSARIO CARACOL Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de PATELLA VULGATA en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Penaeus sp","CAMARON CAFE SAN FELIPE CAMARON Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Penaeus sp en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Penaeus sp","CAMARON CAFE SAN FELIPE CAMARON Estadistica oficial; Pesca; Produccion; Captura","T1","CULTIVO (peso vivo) de Penaeus sp en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","pescara Stereolepis gigas","PESCADA SAN FELIPE OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de pescara Stereolepis gigas en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","PHAEOPHYCEAE","ALGA PARDA ENSENADA ALGAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de PHAEOPHYCEAE en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","PHYLLONOTUS ERHYTHOSTOMA","CARACOL CHINO ROSADO SAN FELIPE CARACOL Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de PHYLLONOTUS ERHYTHOSTOMA en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","PLATYRHINOIDES TRISERIATUS","RAYA DIABLO SAN FELIPE RAYA Y SIMILARES Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de PLATYRHINOIDES TRISERIATUS en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","POGONIAS CROMIS","RONCADOR VILLA DE JESUS MARIA RONCO Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de POGONIAS CROMIS en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","POLLICIPES POLLICIPES","PERCEBE ENSENADA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de POLLICIPES POLLICIPES en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Polydactylus octonemus","RATON EL ROSARIO; ENSENADA; SAN FELIPE; VILLA DE JESUS MARIA RONCO Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Polydactylus octonemus en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Prionace glauca","TIBURON AZUL BAHIA DE LOS ANGELES; EL ROSARIO; ENSENADA; ISLA CEDROS; SAN QUINTIN; VILLA DE JESUS MARIA TIBURON; OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Prionace glauca en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","PRIONACE GLAUCA","BIRONCHE VILLA DE JESUS MARIA TIBURON Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de PRIONACE GLAUCA en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","PRISTIS PECTINATUS","PEZ SIERRA SAN FELIPE OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de PRISTIS PECTINATUS en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Rachycentrum canadum","BACALAO BAHIA DE LOS ANGELES; EL ROSARIO; ENSENADA; SAN QUINTIN OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Rachycentrum canadum en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Rhambdia sp","JUILE BAHIA DE LOS ANGELES; ENSENADA BAGRE Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Rhambdia sp en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Rhinobatos productus","PEZ GUITARRA; PAYASO BAHIA DE LOS ANGELES; EL ROSARIO; ENSENADA; ISLA CEDROS; MEXICALI; SAN FELIPE; SAN QUINTIN; VILLA DE JESUS MARIA RAYA Y SIMILARES; OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Rhinobatos productus en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Sardinops caeruleus","SARDINA MONTERREY ENSENADA; ISLA CEDROS SARDINA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Sardinops caeruleus en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Sargassum spp","SARGAZO SE EL ROSARIO; ENSENADA; SAN QUINTIN SARGAZO Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Sargassum spp en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","SCARUS PERRICO","PERICO ENSENADA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de SCARUS PERRICO en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Sciaenops Ocellatus","CORVINA ROJA ENSENADA CORVINA Estadistica oficial; Pesca; Produccion; Captura","T1","CULTIVO (peso vivo) de Sciaenops Ocellatus en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Scomber japonicus","MACARELA ENSENADA MACARELA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Scomber japonicus en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Scomberomorus maculatus","SIERRA BAHIA DE LOS ANGELES; MEXICALI; SAN FELIPE SIERRA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Scomberomorus maculatus en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Scorpaena mystes","LAPON BAHIA DE LOS ANGELES; EL ROSARIO; ENSENADA; SAN FELIPE; SAN QUINTIN; VILLA DE JESUS MARIA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Scorpaena mystes en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Sebastes spp","ROCOTE BAHIA DE LOS ANGELES; EL ROSARIO; ENSENADA; ISLA CEDROS; SAN QUINTIN; VILLA DE JESUS MARIA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Sebastes spp en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","SERRANUS CABRILLA","CABRILLA ROSA BAHIA DE LOS ANGELES; SAN FELIPE CABRILLA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de SERRANUS CABRILLA en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Sphyraena spp","BARRACUDA BAHIA DE LOS ANGELES; EL ROSARIO; ENSENADA; SAN QUINTIN OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Sphyraena spp en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Sphyrna lewini","CORNUDA BAHIA DE LOS ANGELES; ENSENADA; MEXICALI; SAN QUINTIN TIBURON Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Sphyrna lewini en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Sphyrna tiburo","TIBURON MARTILLO ENSENADA TIBURON Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Sphyrna tiburo en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Spirulina máxima","ALGA ESPIRULINA ENSENADA ALGAS Estadistica oficial; Pesca; Produccion; Captura","T1","CULTIVO (peso vivo) de Spirulina máxima en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","SPONDYLIOSOMA CANTHARUS","CHOPA SE ENSENADA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de SPONDYLIOSOMA CANTHARUS en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Squatina californica","ANGELITO; TIBURON ANGELITO BAHIA DE LOS ANGELES; EL ROSARIO; ENSENADA; ISLA CEDROS; SAN FELIPE; SAN QUINTIN; VILLA DE JESUS MARIA TIBURON Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Squatina californica en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","STROMBUS GIGAS","CARACOL SE BAHIA DE LOS ANGELES; EL ROSARIO; ENSENADA; SAN FELIPE CARACOL Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de STROMBUS GIGAS en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Strongylocentrotus franciscanus","ERIZO ROJO BAHIA DE LOS ANGELES; EL ROSARIO; ENSENADA; SAN QUINTIN ERIZO Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Strongylocentrotus franciscanus en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Strongylocentrotus purpuratus","ERIZO MORADO EL ROSARIO; ENSENADA; SAN QUINTIN ERIZO Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Strongylocentrotus purpuratus en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Tapes philippinarum","ALMEJA MANILA SAN QUINTIN ALMEJA Estadistica oficial; Pesca; Produccion; Captura","T1","CULTIVO (peso vivo) de Tapes philippinarum en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Tetrapturus spp/Makaira spp","MARLIN SE ENSENADA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Tetrapturus spp/Makaira spp en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Thunnus albacares","ATUN ALETA AMARILLA ENSENADA; SAN QUINTIN ATUN Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Thunnus albacares en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Thunnus albacares","ATUN ALETA AMARILLA ENSENADA ATUN Estadistica oficial; Pesca; Produccion; Captura","T1","CULTIVO (peso vivo) de Thunnus albacares en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Thunnus orientalis","ATUN ALETA AZUL ENSENADA ATUN Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Thunnus orientalis en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Thunnus orientalis","ATUN ALETA AZUL ENSENADA ATUN Estadistica oficial; Pesca; Produccion; Captura","T1","CULTIVO (peso vivo) de Thunnus orientalis en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Trachinotus falcatus","PALOMETA SAN FELIPE PAMPANO Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Trachinotus falcatus en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","TRACHINOTUS SPP","PAMPANO SE SAN FELIPE; VILLA DE JESUS MARIA PAMPANO Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de TRACHINOTUS SPP en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","TURBO FLUCTUOSA","CARACOL TURBO FLUCTUOSO BAHIA DE LOS ANGELES CARACOL Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de TURBO FLUCTUOSA en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA NORTE","Xiphias gladius","PEZ ESPADA ENSENADA; SAN QUINTIN OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Xiphias gladius en BAJA CALIFORNIA NORTE"
"BAJA CALIFORNIA SUR","Albula vulpes","MACABI SANTA ROSALIA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Albula vulpes en BAJA CALIFORNIA SUR"
"BAJA CALIFORNIA SUR","Alopias superciliosus","TIBURON COLUDO BAHIA TORTUGAS; LA PAZ; LORETO; SAN CARLOS; SANTA ROSALIA TIBURON Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Alopias superciliosus en BAJA CALIFORNIA SUR"
"BAJA CALIFORNIA SUR","Alopias vulpinus","ZORRO CD. CONSTITUCION; SAN CARLOS TIBURON Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Alopias vulpinus en BAJA CALIFORNIA SUR"
"BAJA CALIFORNIA SUR","Anadara mulicostata/Anadara grandis","ALMEJA PATA DE MULA CD. CONSTITUCION; GUERRERO NEGRO; LA PAZ; SAN CARLOS; SANTA ROSALIA ALMEJA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Anadara mulicostata/Anadara grandis en BAJA CALIFORNIA SUR"
"BAJA CALIFORNIA SUR","Anisotremus interruptus","BACOCO BAHIA TORTUGAS; CABO SAN LUCAS; CD. CONSTITUCION; GUERRERO NEGRO; LA PAZ; LORETO; SAN CARLOS; SANTA ROSALIA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Anisotremus interruptus en BAJA CALIFORNIA SUR"
"BAJA CALIFORNIA SUR","ANISOTREMUS SURINAMENSIS","CATALINETA SAN CARLOS OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de ANISOTREMUS SURINAMENSIS en BAJA CALIFORNIA SUR"
"BAJA CALIFORNIA SUR","APOGON RETROSELLA","CARDENAL CABO SAN LUCAS; CD. CONSTITUCION; LA PAZ; LORETO; SAN CARLOS; SANTA ROSALIA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de APOGON RETROSELLA en BAJA CALIFORNIA SUR"
"BAJA CALIFORNIA SUR","Argopecten circularis/Argopecten ventricosus","ALMEJA CATARINA GUERRERO NEGRO ALMEJA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Argopecten circularis/Argopecten ventricosus en BAJA CALIFORNIA SUR"
"BAJA CALIFORNIA SUR","Astraea undosa/Astraea turbanica","CARACOL PANOCHA BAHIA TORTUGAS; PUNTA ABREOJOS; BAHIA ASUNCION CARACOL Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Astraea undosa/Astraea turbanica en BAJA CALIFORNIA SUR"
"BAJA CALIFORNIA SUR","Atrina Spp","CALLO DE HACHA GUERRERO NEGRO; LA PAZ; SAN CARLOS; SANTA ROSALIA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Atrina Spp en BAJA CALIFORNIA SUR"
"BAJA CALIFORNIA SUR","Atrina Spp","CALLO DE HACHA LA PAZ OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CULTIVO (peso vivo) de Atrina Spp en BAJA CALIFORNIA SUR"
"BAJA CALIFORNIA SUR","Atya scabra","BURRITO CD. CONSTITUCION; GUERRERO NEGRO; LORETO; SANTA ROSALIA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Atya scabra en BAJA CALIFORNIA SUR"
"BAJA CALIFORNIA SUR","Bagre pinnimaculatus","CHIHUIL CD. CONSTITUCION; SAN CARLOS; SANTA ROSALIA BANDERA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Bagre pinnimaculatus en BAJA CALIFORNIA SUR"
"BAJA CALIFORNIA SUR","BAIRDIELLA CHRYSOLEUCA","GURRUBATA SE GUERRERO NEGRO BERRUGATA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de BAIRDIELLA CHRYSOLEUCA en BAJA CALIFORNIA SUR"
"BAJA CALIFORNIA SUR","Balistes polylepis","COCHI BAHIA TORTUGAS; CABO SAN LUCAS; CD. CONSTITUCION; GUERRERO NEGRO; LA PAZ; LORETO; PUNTA ABREOJOS; SAN CARLOS; SANTA ROSALIA OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Balistes polylepis en BAJA CALIFORNIA SUR"
"BAJA CALIFORNIA SUR","Bodianus spp","VIEJA BAHIA TORTUGAS; CABO SAN LUCAS; CD. CONSTITUCION; GUERRERO NEGRO; LA PAZ; LORETO; PUNTA ABREOJOS; SAN CARLOS; SANTA ROSALIA; BAHIA ASUNCION OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Bodianus spp en BAJA CALIFORNIA SUR"
"BAJA CALIFORNIA SUR","Brotula barbata","LENGUA CD. CONSTITUCION; LA PAZ; PUNTA ABREOJOS; SANTA ROSALIA; BAHIA ASUNCION LENGUADO Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Brotula barbata en BAJA CALIFORNIA SUR"
"BAJA CALIFORNIA SUR","Calamus brachysomus","MOJARRA MUELUDA CD. CONSTITUCION; LORETO; SAN CARLOS; SANTA ROSALIA MOJARRA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Calamus brachysomus en BAJA CALIFORNIA SUR"
"BAJA CALIFORNIA SUR","Callinectes spp.","JAIBA BAHIA TORTUGAS; CD. CONSTITUCION; GUERRERO NEGRO; LA PAZ; SAN CARLOS; SANTA ROSALIA JAIBA Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de Callinectes spp. en BAJA CALIFORNIA SUR"
"BAJA CALIFORNIA SUR","CANCER ANNTENARIUS","CANGREJO SE BAHIA TORTUGAS; BAHIA ASUNCION OTRAS Estadistica oficial; Pesca; Produccion; Captura","T1","CAPTURA (peso vivo) de CANCER ANNTENARIUS en BAJA CALIFORNIA SUR"
