Institution,Collection type,Collection responsible(s),Collection,Basis of record,Collector,Fecha,Collecting date,Catalog Number,Another catalog number,Sex,Preparation,Status,Life stage,Specimen count,Last modification,Expedition,Cruise number,Vessel,Site station,Replicate,Collection method,Continent,Country,State/Province,County,Ocean,Sea/Gulf,River basin,Bay/Sound,Determinator(s),Validation date,Date identified,Type status,Vernacular name,Kingdom,Phylum,Class,Order,Family,Genus,Subgenus,Scientific name,Species authorship,Infraspecific epithet,Infra species authorship,Classify system,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,"Ana Rosa Víçzquez,Luis Soto,",1984,,ICML:DHLEB:PROGMEX III.3.31.2,,,,,,1,,PROGMEX III,3,B/O Justo Sierra,31,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,"Ana Rosa Víçzquez,Luis Soto,",,8/14/84,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Majidae,Stenocionops,,Stenocionops furcatus  furcatus,,furcatus,"(Olivier, 1791)",No especificado,",,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,"Ana Rosa Víçzquez,Luis Soto,",1984,,ICML:DHLEB:PROGMEX III.3.31.257,,,,,,26,,PROGMEX III,3,B/O Justo Sierra,31,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,"Ana Rosa Víçzquez,Luis Soto,",,8/14/84,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,,Callinectes similis,,,No especificado,No especificado,",,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,"Ana Rosa Víçzquez,Luis Soto,",1984,,ICML:DHLEB:PROGMEX III.3.31.259,,,,,,16,,PROGMEX III,3,B/O Justo Sierra,31,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,"Ana Rosa Víçzquez,Luis Soto,",,8/14/84,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Achelous,,Achelous spinicarpus,,,No especificado,No especificado,",,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,"Ana Rosa Víçzquez,Luis Soto,",1984,,ICML:DHLEB:PROGMEX III.3.31.260,,,,,,6,,PROGMEX III,3,B/O Justo Sierra,31,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,"Ana Rosa Víçzquez,Luis Soto,",,8/14/84,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Achelous,,Achelous spinimanus,,,No especificado,No especificado,",,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Alberto Garcí_a,1987,,ICML:DHLEB:OGMEX I.1.31.535,,,,,,1,,OGMEX I,1,B/O Justo Sierra,31,,Red de arrastre,America,Mexico,Veracruz de Ignacio de la Llave,Mecayapan,Atlantico,Golfo de Mexico,,,Alberto Garcí_a,,3/15/87,,"Blanquillo,Actinopterigio,",Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,,,,,,No especificado,No especificado,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,"Ana Rosa Víçzquez,Luis Soto,",1984,,ICML:DHLEB:PROGMEX III.3.31.39,,,,,,18,,PROGMEX III,3,B/O Justo Sierra,31,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,"Ana Rosa Víçzquez,Luis Soto,",,8/14/84,,Camarí_n,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Farfantepenaeus,,Farfantepenaeus aztecus,,,No especificado,No especificado,",,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,A. Garcí_a,1984,,ICML:DHLEB:PROGMEX III.3.32.12,,,,,,6,,PROGMEX III,3,B/O Justo Sierra,32,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,A. Garcí_a,,8/14/84,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Calappidae,Acanthocarpus,,Acanthocarpus alexandri,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,A. Garcí_a,1984,,ICML:DHLEB:PROGMEX III.3.32.168,,,,,,1,,PROGMEX III,3,B/O Justo Sierra,32,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,A. Garcí_a,,8/14/84,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Raninidae,Raninoides,,Raninoides louisianensis,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,A. Garcí_a,1984,,ICML:DHLEB:PROGMEX III.3.32.225,,,,,,1,,PROGMEX III,3,B/O Justo Sierra,32,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,A. Garcí_a,,8/14/84,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudorhombilidae,Pseudorhombila,,Pseudorhombila quadridentata,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,A. Garcí_a,1984,,ICML:DHLEB:PROGMEX III.3.32.256,,,,,,2,,PROGMEX III,3,B/O Justo Sierra,32,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,A. Garcí_a,,8/14/84,,Camarí_n,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,,Rimapenaeus similis,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,A. Garcí_a,1984,,ICML:DHLEB:PROGMEX III.3.32.259,,,,,,3,,PROGMEX III,3,B/O Justo Sierra,32,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,A. Garcí_a,,8/14/84,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Achelous,,Achelous spinicarpus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,A. Garcí_a,1984,,ICML:DHLEB:PROGMEX III.3.32.285,,,,,,1,,PROGMEX III,3,B/O Justo Sierra,32,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,A. Garcí_a,,8/14/84,,Langostino,Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae,Solenocera,,Solenocera vioscai,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,A. Garcí_a,1984,,ICML:DHLEB:PROGMEX III.3.32.434,,,,,,1,,PROGMEX III,3,B/O Justo Sierra,32,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,A. Garcí_a,,8/14/84,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Raninidae,Raninoides,,Raninoides,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,A. Garcí_a,1984,,ICML:DHLEB:PROGMEX III.3.32.530,,,,,,1,,PROGMEX III,3,B/O Justo Sierra,32,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,A. Garcí_a,,8/14/84,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Leucosiidae,,,,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,A. Garcí_a,1984,,ICML:DHLEB:PROGMEX III.3.33.12,,,,,,12,,PROGMEX III,3,B/O Justo Sierra,33,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,A. Garcí_a,,8/14/84,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Calappidae,Acanthocarpus,,Acanthocarpus alexandri,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,A. Garcí_a,1984,,ICML:DHLEB:PROGMEX III.3.33.157,,,,,,2,,PROGMEX III,3,B/O Justo Sierra,33,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,A. Garcí_a,,8/14/84,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Inachoididae,Anasimus,,Anasimus latus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,A. Garcí_a,1984,,ICML:DHLEB:PROGMEX III.3.33.398,,,,,,1,,PROGMEX III,3,B/O Justo Sierra,33,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,A. Garcí_a,,8/14/84,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Parthenopidae,Parthenope,,Parthenope,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,A. Garcí_a,1984,,ICML:DHLEB:PROGMEX III.3.33.449,,,,,,7,,PROGMEX III,3,B/O Justo Sierra,33,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,A. Garcí_a,,8/14/84,,Langostino,Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae,Solenocera,,Solenocera,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,A. Garcí_a,1984,,ICML:DHLEB:PROGMEX III.3.33.556,,,,,,1,,PROGMEX III,3,B/O Justo Sierra,33,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,A. Garcí_a,,8/14/84,,Cangrejo hermitaí±o,Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,,,,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,A. Garcí_a,1984,,ICML:DHLEB:PROGMEX III.3.33.569,,,,,,1,,PROGMEX III,3,B/O Justo Sierra,33,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,A. Garcí_a,,8/14/84,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,,,,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,A. Garcí_a,1984,,ICML:DHLEB:PROGMEX III.3.33.599,,,,,,13,,PROGMEX III,3,B/O Justo Sierra,33,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,A. Garcí_a,,8/14/84,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae,,,,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1984,,ICML:DHLEB:PROGMEX III.3.36.168,,,,,,1,,PROGMEX III,3,B/O Justo Sierra,36,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/15/84,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Raninidae,Raninoides,,Raninoides louisianensis,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1984,,ICML:DHLEB:PROGMEX III.3.36.226,,,,,,1,,PROGMEX III,3,B/O Justo Sierra,36,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/15/84,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Leucosiidae,Myropsis,,Myropsis quinquespinosa,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1984,,ICML:DHLEB:PROGMEX III.3.36.259,,,,,,1,,PROGMEX III,3,B/O Justo Sierra,36,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/15/84,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Achelous,,Achelous spinicarpus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1984,,ICML:DHLEB:PROGMEX III.3.36.556,,,,,,3,,PROGMEX III,3,B/O Justo Sierra,36,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/15/84,,Cangrejo hermitaí±o,Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,,,,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,A. Garcí_a,1984,,ICML:DHLEB:PROGMEX III.3.37.225,,,,,,5,,PROGMEX III,3,B/O Justo Sierra,37,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,A. Garcí_a,,8/15/84,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudorhombilidae,Pseudorhombila,,Pseudorhombila quadridentata,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,A. Garcí_a,1984,,ICML:DHLEB:PROGMEX III.3.37.269,,,,,,1,,PROGMEX III,3,B/O Justo Sierra,37,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,A. Garcí_a,,8/15/84,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Calappidae,Calappa,,Calappa sulcata,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,A. Garcí_a,1984,,ICML:DHLEB:PROGMEX III.3.37.39,,,,,,2,,PROGMEX III,3,B/O Justo Sierra,37,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,A. Garcí_a,,8/15/84,,Camarí_n,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Farfantepenaeus,,Farfantepenaeus aztecus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,A. Garcí_a,1984,,ICML:DHLEB:PROGMEX III.3.37.434,,,,,,28,,PROGMEX III,3,B/O Justo Sierra,37,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,A. Garcí_a,,8/15/84,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Raninidae,Raninoides,,Raninoides,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,A. Garcí_a,1984,,ICML:DHLEB:PROGMEX III.3.37.449,,,,,,14,,PROGMEX III,3,B/O Justo Sierra,37,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,A. Garcí_a,,8/15/84,,Langostino,Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae,Solenocera,,Solenocera,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,A. Garcí_a,1984,,ICML:DHLEB:PROGMEX III.3.37.530,,,,,,1,,PROGMEX III,3,B/O Justo Sierra,37,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,A. Garcí_a,,8/15/84,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Leucosiidae,,,,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1984,,ICML:DHLEB:PROGMEX III.3.38.256,,,,,,3,,PROGMEX III,3,B/O Justo Sierra,38,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/15/84,,Camarí_n,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,,Rimapenaeus similis,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1984,,ICML:DHLEB:PROGMEX III.3.38.257,,,,,,164,,PROGMEX III,3,B/O Justo Sierra,38,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/15/84,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,,Callinectes similis,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1984,,ICML:DHLEB:PROGMEX III.3.38.259,,,,,,67,,PROGMEX III,3,B/O Justo Sierra,38,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/15/84,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Achelous,,Achelous spinicarpus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1984,,ICML:DHLEB:PROGMEX III.3.38.260,,,,,,13,,PROGMEX III,3,B/O Justo Sierra,38,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/15/84,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Achelous,,Achelous spinimanus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1984,,ICML:DHLEB:PROGMEX III.3.38.269,,,,,,3,,PROGMEX III,3,B/O Justo Sierra,38,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/15/84,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Calappidae,Calappa,,Calappa sulcata,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,,1987,,ICML:DHLEB:OGMEX I.1.32.541,,,,,,2,,OGMEX I,1,B/O Justo Sierra,32,,Red de arrastre,America,Mexico,Veracruz de Ignacio de la Llave,Pajapan,Atlantico,Golfo de Mexico,,,,,3/15/87,,"Salmonete,Actinopterigio,",Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,,,,,,No especificado,No especificado,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1984,,ICML:DHLEB:PROGMEX III.3.38.39,,,,,,3,,PROGMEX III,3,B/O Justo Sierra,38,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/15/84,,Camarí_n,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Farfantepenaeus,,Farfantepenaeus aztecus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1984,,ICML:DHLEB:PROGMEX III.3.38.449,,,,,,1,,PROGMEX III,3,B/O Justo Sierra,38,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/15/84,,Langostino,Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae,Solenocera,,Solenocera,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1984,,ICML:DHLEB:PROGMEX III.3.38.49,,,,,,3,,PROGMEX III,3,B/O Justo Sierra,38,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/15/84,,Gamba,Animalia,Arthropoda,Malacostraca,Decapoda,Sicyoniidae,Sicyonia,,Sicyonia brevirostris,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1984,,ICML:DHLEB:PROGMEX III.3.38.511,,,,,,1,,PROGMEX III,3,B/O Justo Sierra,38,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/15/84,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Dromiidae,,,,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1984,,ICML:DHLEB:PROGMEX III.3.38.93,,,,,,8,,PROGMEX III,3,B/O Justo Sierra,38,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/15/84,,Gamba,Animalia,Arthropoda,Malacostraca,Decapoda,Sicyoniidae,Sicyonia,,Sicyonia dorsalis,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1984,,ICML:DHLEB:PROGMEX III.3.38.98,,,,,,95,,PROGMEX III,3,B/O Justo Sierra,38,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/15/84,,Camarí_n,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Farfantepenaeus,,Farfantepenaeus duorarum,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1984,,ICML:DHLEB:PROGMEX III.3.39.110,,,,,,1,,PROGMEX III,3,B/O Justo Sierra,39,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/14/84,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Calappidae,Calappa,,Calappa flammea,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1984,,ICML:DHLEB:PROGMEX III.3.39.243,,,,,,14,,PROGMEX III,3,B/O Justo Sierra,39,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/14/84,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,,Callinectes sapidus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Ana Rosa Víçzquez,1984,,ICML:DHLEB:PROGMEX III.3.39.249,,,,,,2,,PROGMEX III,3,B/O Justo Sierra,39,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Ana Rosa Víçzquez,,8/14/84,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Parthenopidae,Platylambrus,,Platylambrus serratus,,,No especificado,No especificado,",,,,,,,,,,"
