Institution,Collection type,Collection responsible(s),Collection,Basis of record,Collector,Fecha,Collecting date,Catalog Number,Another catalog number,Sex,Preparation,Status,Life stage,Specimen count,Last modification,Expedition,Cruise number,Vessel,Site station,Replicate,Collection method,Continent,Country,State/Province,County,Ocean,Sea/Gulf,River basin,Bay/Sound,Determinator(s),Validation date,Date identified,Type status,Vernacular name,Kingdom,Phylum,Class,Order,Family,Genus,Subgenus,Scientific name,Species authorship,Infraspecific epithet,Infra species authorship,Classify system,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Alberto Garcí_a,1987,,ICML:DHLEB:OGMEX I.1.46.292,,,,,,1,,OGMEX I,1,B/O Justo Sierra,46,,Red de arrastre,America,Mexico,Tabasco,Paraí_so,Atlantico,Golfo de Mexico,,,Alberto Garcí_a,,3/21/87,,"Lenguado,Actinopterigio,",Animalia,Chordata,Actinopterygii,Pleuronectiformes,ParalichthyidaeŒæ,Ancylopsetta,,Ancylopsetta,,,No especificado,No especificado,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Alberto Garcí_a,1987,,ICML:DHLEB:OGMEX I.1.46.323,,,,,,1,,OGMEX I,1,B/O Justo Sierra,46,,Red de arrastre,America,Mexico,Tabasco,Paraí_so,Atlantico,Golfo de Mexico,,,Alberto Garcí_a,,3/21/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Inachoididae,Collodes,,Collodes,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Alberto Garcí_a,1987,,ICML:DHLEB:OGMEX I.1.46.331,,,,,,1,,OGMEX I,1,B/O Justo Sierra,46,,Red de arrastre,America,Mexico,Tabasco,Paraí_so,Atlantico,Golfo de Mexico,,,Alberto Garcí_a,,3/21/87,,"Mojarra,Actinopterigio,",Animalia,Chordata,Actinopterygii,Perciformes,GerreidaeŒæ,Diapterus,,Diapterus,,,No especificado,No especificado,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Alberto Garcí_a,1987,,ICML:DHLEB:OGMEX I.1.46.340,,,,,,1,,OGMEX I,1,B/O Justo Sierra,46,,Red de arrastre,America,Mexico,Tabasco,Paraí_so,Atlantico,Golfo de Mexico,,,Alberto Garcí_a,,3/21/87,,"Actinopterigio,Mojarra,",Animalia,Chordata,Actinopterygii,Perciformes,GerreidaeŒæ,Eucinostomus,,Eucinostomus,,,No especificado,No especificado,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Alberto Garcí_a,1987,,ICML:DHLEB:OGMEX I.1.46.354,,,,,,2,,OGMEX I,1,B/O Justo Sierra,46,,Red de arrastre,America,Mexico,Tabasco,Paraí_so,Atlantico,Golfo de Mexico,,,Alberto Garcí_a,,3/21/87,,"Serpentina,Actinopterigio,",Animalia,Chordata,Actinopterygii,Anguilliformes,NettastomatidaeŒæ,Hoplunnis,,Hoplunnis,,,No especificado,No especificado,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Alberto Garcí_a,1987,,ICML:DHLEB:OGMEX I.1.46.387,,,,,,2,,OGMEX I,1,B/O Justo Sierra,46,,Red de arrastre,America,Mexico,Tabasco,Paraí_so,Atlantico,Golfo de Mexico,,,Alberto Garcí_a,,3/21/87,,"Brí_tula,Actinopterigio,",Animalia,Chordata,Actinopterygii,Ophidiiformes,OphidiidaeŒæ,Ophidion,,Ophidion,,,No especificado,No especificado,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Alberto Garcí_a,1987,,ICML:DHLEB:OGMEX I.1.46.393,,,,,,1,,OGMEX I,1,B/O Justo Sierra,46,,Red de arrastre,America,Mexico,Tabasco,Paraí_so,Atlantico,Golfo de Mexico,,,Alberto Garcí_a,,3/21/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Palicidae,Palicus,,Palicus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Alberto Garcí_a,1987,,ICML:DHLEB:OGMEX I.1.46.471,,,,,,2,,OGMEX I,1,B/O Justo Sierra,46,,Red de arrastre,America,Mexico,Tabasco,Paraí_so,Atlantico,Golfo de Mexico,,,Alberto Garcí_a,,3/21/87,,"Actinopterigio,Sable,",Animalia,Chordata,Actinopterygii,Perciformes,TrichiuridaeŒæ,Trichiurus,,Trichiurus,,,No especificado,No especificado,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Alberto Garcí_a,1987,,ICML:DHLEB:OGMEX I.1.46.556,,,,,,4,,OGMEX I,1,B/O Justo Sierra,46,,Red de arrastre,America,Mexico,Tabasco,Paraí_so,Atlantico,Golfo de Mexico,,,Alberto Garcí_a,,3/21/87,,Cangrejo hermitaí±o,Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,,,,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,"Adolfo Sepí_lveda,Elva Escobar,",1987,,ICML:DHLEB:OGMEX I.1.49.39,,,,,,6,,OGMEX I,1,B/O Justo Sierra,49,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,"Elva Escobar,Adolfo Sepí_lveda,",,3/20/87,,Camarí_n,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Farfantepenaeus,,Farfantepenaeus aztecus,,,No especificado,No especificado,",,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,"Adolfo Sepí_lveda,Elva Escobar,",1987,,ICML:DHLEB:OGMEX I.1.49.520,,,,,,57,,OGMEX I,1,B/O Justo Sierra,49,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,"Elva Escobar,Adolfo Sepí_lveda,",,3/20/87,,"Actinopterigio,Mojarra,",Animalia,Chordata,Actinopterygii,Perciformes,GerreidaeŒæ,,,,,,No especificado,No especificado,",,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Verí_nica Aguilar,1987,,ICML:DHLEB:OGMEX I.1.50.422,,,,,,1,,OGMEX I,1,B/O Justo Sierra,50,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Verí_nica Aguilar,,3/20/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Portunus,,Portunus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Verí_nica Aguilar,1987,,ICML:DHLEB:OGMEX I.1.50.520,,,,,,96,,OGMEX I,1,B/O Justo Sierra,50,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Verí_nica Aguilar,,3/20/87,,"Actinopterigio,Mojarra,",Animalia,Chordata,Actinopterygii,Perciformes,GerreidaeŒæ,,,,,,No especificado,No especificado,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Verí_nica Aguilar,1987,,ICML:DHLEB:OGMEX I.1.50.530,,,,,,1,,OGMEX I,1,B/O Justo Sierra,50,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Verí_nica Aguilar,,3/20/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Leucosiidae,,,,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Verí_nica Aguilar,1987,,ICML:DHLEB:OGMEX I.1.51.124,,,,,,999,,OGMEX I,1,B/O Justo Sierra,51,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Verí_nica Aguilar,,3/19/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Portunus,Portunus,Portunus  (Portunus) gibbesii,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Verí_nica Aguilar,1987,,ICML:DHLEB:OGMEX I.1.51.257,,,,,,4,,OGMEX I,1,B/O Justo Sierra,51,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Verí_nica Aguilar,,3/19/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,,Callinectes similis,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Verí_nica Aguilar,1987,,ICML:DHLEB:OGMEX I.1.51.259,,,,,,114,,OGMEX I,1,B/O Justo Sierra,51,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Verí_nica Aguilar,,3/19/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Achelous,,Achelous spinicarpus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Verí_nica Aguilar,1987,,ICML:DHLEB:OGMEX I.1.51.285,,,,,,18,,OGMEX I,1,B/O Justo Sierra,51,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Verí_nica Aguilar,,3/19/87,,Langostino,Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae,Solenocera,,Solenocera vioscai,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Verí_nica Aguilar,1987,,ICML:DHLEB:OGMEX I.1.51.393,,,,,,1,,OGMEX I,1,B/O Justo Sierra,51,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Verí_nica Aguilar,,3/19/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Palicidae,Palicus,,Palicus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Verí_nica Aguilar,1987,,ICML:DHLEB:OGMEX I.1.51.401,,,,,,4,,OGMEX I,1,B/O Justo Sierra,51,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Verí_nica Aguilar,,3/19/87,,Camarí_n,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,,Penaeus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Verí_nica Aguilar,1987,,ICML:DHLEB:OGMEX I.1.51.434,,,,,,19,,OGMEX I,1,B/O Justo Sierra,51,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Verí_nica Aguilar,,3/19/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Raninidae,Raninoides,,Raninoides,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Verí_nica Aguilar,1987,,ICML:DHLEB:OGMEX I.1.51.522,,,,,,1,,OGMEX I,1,B/O Justo Sierra,51,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Verí_nica Aguilar,,3/19/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Goneplacidae,,,,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Verí_nica Aguilar,1987,,ICML:DHLEB:OGMEX I.1.51.551,,,,,,1,,OGMEX I,1,B/O Justo Sierra,51,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Verí_nica Aguilar,,3/19/87,,"Actinopterigio,Brí_tula,",Animalia,Chordata,Actinopterygii,Ophidiiformes,OphidiidaeŒæ,,,,,,No especificado,No especificado,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Verí_nica Aguilar,1987,,ICML:DHLEB:OGMEX I.1.51.577,,,,,,3,,OGMEX I,1,B/O Justo Sierra,51,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Verí_nica Aguilar,,3/19/87,,"Actinopterigio,Escorpií_n,",Animalia,Chordata,Actinopterygii,Scorpaeniformes,ScorpaenidaeŒæ,,,,,,No especificado,No especificado,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Verí_nica Aguilar,1987,,ICML:DHLEB:OGMEX I.1.51.599,,,,,,1,,OGMEX I,1,B/O Justo Sierra,51,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Verí_nica Aguilar,,3/19/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae,,,,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Elva Escobar,1987,,ICML:DHLEB:OGMEX I.1.52.157,,,,,,4,,OGMEX I,1,B/O Justo Sierra,52,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Elva Escobar,,3/19/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Inachoididae,Anasimus,,Anasimus latus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Elva Escobar,1987,,ICML:DHLEB:OGMEX I.1.52.168,,,,,,1,,OGMEX I,1,B/O Justo Sierra,52,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Elva Escobar,,3/19/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Raninidae,Raninoides,,Raninoides louisianensis,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Elva Escobar,1987,,ICML:DHLEB:OGMEX I.1.52.185,,,,,,3,,OGMEX I,1,B/O Justo Sierra,52,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Elva Escobar,,3/19/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Panopeidae,Robertsella,,Robertsella mystica,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Elva Escobar,1987,,ICML:DHLEB:OGMEX I.1.52.194,,,,,,18,,OGMEX I,1,B/O Justo Sierra,52,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Elva Escobar,,3/19/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Palicidae,Palicus,,Palicus obesus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Elva Escobar,1987,,ICML:DHLEB:OGMEX I.1.52.226,,,,,,2,,OGMEX I,1,B/O Justo Sierra,52,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Elva Escobar,,3/19/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Leucosiidae,Myropsis,,Myropsis quinquespinosa,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Elva Escobar,1987,,ICML:DHLEB:OGMEX I.1.52.254,,,,,,2,,OGMEX I,1,B/O Justo Sierra,52,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Elva Escobar,,3/19/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Inachidae,Coryrhynchus,,Coryrhynchus sidneyi,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Elva Escobar,1987,,ICML:DHLEB:OGMEX I.1.52.277,,,,,,2,,OGMEX I,1,B/O Justo Sierra,52,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Elva Escobar,,3/19/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Calappidae,Acanthocarpus,,Acanthocarpus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Elva Escobar,1987,,ICML:DHLEB:OGMEX I.1.52.323,,,,,,3,,OGMEX I,1,B/O Justo Sierra,52,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Elva Escobar,,3/19/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Inachoididae,Collodes,,Collodes,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Elva Escobar,1987,,ICML:DHLEB:OGMEX I.1.52.391,,,,,,6,,OGMEX I,1,B/O Justo Sierra,52,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Elva Escobar,,3/19/87,,Cangrejo hermitaí±o,Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,,Pagurus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Elva Escobar,1987,,ICML:DHLEB:OGMEX I.1.52.514,,,,,,6,,OGMEX I,1,B/O Justo Sierra,52,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Elva Escobar,,3/19/87,,"Actinopterigio,Peluquero,",Animalia,Chordata,Actinopterygii,Perciformes,EphippidaeŒæ,,,,,,No especificado,No especificado,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Elva Escobar,1987,,ICML:DHLEB:OGMEX I.1.52.577,,,,,,15,,OGMEX I,1,B/O Justo Sierra,52,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Elva Escobar,,3/19/87,,"Actinopterigio,Escorpií_n,",Animalia,Chordata,Actinopterygii,Scorpaeniformes,ScorpaenidaeŒæ,,,,,,No especificado,No especificado,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Alberto Garcí_a,1987,,ICML:DHLEB:OGMEX I.1.53.338,,,,,,1,,OGMEX I,1,B/O Justo Sierra,53,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,Alberto Garcí_a,,3/19/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Ethusidae,Ethusa,,Ethusa,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Alberto Garcí_a,1987,,ICML:DHLEB:OGMEX I.1.53.357,,,,,,1,,OGMEX I,1,B/O Justo Sierra,53,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,Alberto Garcí_a,,3/19/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Leucosiidae,Iliacantha,,Iliacantha,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Alberto Garcí_a,1987,,ICML:DHLEB:OGMEX I.1.53.378,,,,,,1,,OGMEX I,1,B/O Justo Sierra,53,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,Alberto Garcí_a,,3/19/87,,Langostino,Animalia,Arthropoda,Malacostraca,Decapoda,Munididae,Munida,,Munida,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Alberto Garcí_a,1987,,ICML:DHLEB:OGMEX I.1.53.393,,,,,,1,,OGMEX I,1,B/O Justo Sierra,53,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,Alberto Garcí_a,,3/19/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Palicidae,Palicus,,Palicus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Alberto Garcí_a,1987,,ICML:DHLEB:OGMEX I.1.53.577,,,,,,8,,OGMEX I,1,B/O Justo Sierra,53,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,Alberto Garcí_a,,3/19/87,,"Actinopterigio,Escorpií_n,",Animalia,Chordata,Actinopterygii,Scorpaeniformes,ScorpaenidaeŒæ,,,,,,No especificado,No especificado,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Verí_nica Aguilar,1987,,ICML:DHLEB:OGMEX I.1.54.259,,,,,,6,,OGMEX I,1,B/O Justo Sierra,54,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,Verí_nica Aguilar,,3/19/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Achelous,,Achelous spinicarpus,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Verí_nica Aguilar,1987,,ICML:DHLEB:OGMEX I.1.54.323,,,,,,3,,OGMEX I,1,B/O Justo Sierra,54,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,Verí_nica Aguilar,,3/19/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Inachoididae,Collodes,,Collodes,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Verí_nica Aguilar,1987,,ICML:DHLEB:OGMEX I.1.54.434,,,,,,2,,OGMEX I,1,B/O Justo Sierra,54,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,Verí_nica Aguilar,,3/19/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Raninidae,Raninoides,,Raninoides,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Verí_nica Aguilar,1987,,ICML:DHLEB:OGMEX I.1.54.520,,,,,,6,,OGMEX I,1,B/O Justo Sierra,54,,Red de arrastre,America,Mexico,Campeche,Campeche,Atlantico,Golfo de Mexico,,,Verí_nica Aguilar,,3/19/87,,"Actinopterigio,Mojarra,",Animalia,Chordata,Actinopterygii,Perciformes,GerreidaeŒæ,,,,,,No especificado,No especificado,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Verí_nica Aguilar,1987,,ICML:DHLEB:OGMEX I.1.55.257,,,,,,6,,OGMEX I,1,B/O Justo Sierra,55,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Verí_nica Aguilar,,3/19/87,,Cangrejo,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,,Callinectes similis,,,No especificado,No especificado,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Elva Escobar,1987,,ICML:DHLEB:OGMEX I.1.55.327,,,,,,21,,OGMEX I,1,B/O Justo Sierra,55,,Red de arrastre,America,Mexico,Campeche,Carmen,Atlantico,Golfo de Mexico,,,Elva Escobar,,3/19/87,,"Diente de perro,Actinopterigio,",Animalia,Chordata,Actinopterygii,Characiformes,Cynodontidae,CynodonŒæ,,CynodonŒæ,,,No especificado,No especificado,",,,,,,,,"
