"","State/Province","Scientific name","Inicio","Fin","Titulo","Key"
"793","Sonora","Amphiaster insignis","1985","1985","Especimen preservado de Amphiaster insignis en Sonora","Equinodermos; Equinodermata; Presencia"
"794","Sonora","Amphigyptis perplexa","1982","1985","Especimen preservado de Amphigyptis perplexa en Sonora","Equinodermos; Equinodermata; Presencia"
"795","Sonora","Amphiodia digitata","1982","1985","Especimen preservado de Amphiodia digitata en Sonora","Equinodermos; Equinodermata; Presencia"
"796","Sonora","Amphiodia tabogae","1982","1985","Especimen preservado de Amphiodia tabogae en Sonora","Equinodermos; Equinodermata; Presencia"
"797","Sonora","Amphiodia urtica","1982","1985","Especimen preservado de Amphiodia urtica en Sonora","Equinodermos; Equinodermata; Presencia"
"798","Sonora","Amphiodia violacea","1969","1969","Especimen preservado de Amphiodia violacea en Sonora","Equinodermos; Equinodermata; Presencia"
"799","Sonora","Amphioplus strongyloplax","1982","1982","Especimen preservado de Amphioplus strongyloplax en Sonora","Equinodermos; Equinodermata; Presencia"
"800","Sonora","Amphipholis geminata","1982","1982","Especimen preservado de Amphipholis geminata en Sonora","Equinodermos; Equinodermata; Presencia"
"801","Sonora","Amphipholis platydisca","1936","1985","Especimen preservado de Amphipholis platydisca en Sonora","Equinodermos; Equinodermata; Presencia"
"802","Sonora","Amphipholis pugetana","1982","1985","Especimen preservado de Amphipholis pugetana en Sonora","Equinodermos; Equinodermata; Presencia"
"803","Sonora","Amphiura acrystata","1985","1985","Especimen preservado de Amphiura acrystata en Sonora","Equinodermos; Equinodermata; Presencia"
"804","Sonora","Arbacia incisa","1944","1985","Especimen preservado de Arbacia incisa en Sonora","Equinodermos; Equinodermata; Presencia"
"805","Sonora","Asteropsis spinosa","1967","1967","Especimen preservado de Asteropsis spinosa en Sonora","Equinodermos; Equinodermata; Presencia"
"806","Sonora","Astrometis sertulifera","1970","2006","Especimen preservado de Astrometis sertulifera en Sonora","Equinodermos; Equinodermata; Presencia"
"807","Sonora","Astropecten armatus","1970","1995","Especimen preservado de Astropecten armatus en Sonora","Equinodermos; Equinodermata; Presencia"
"808","Sonora","Astropecten californicus","1982","1982","Especimen preservado de Astropecten californicus en Sonora","Equinodermos; Equinodermata; Presencia"
"809","Sonora","Athyone glasselli","1965","1971","Especimen preservado de Athyone glasselli en Sonora","Equinodermos; Equinodermata; Presencia"
"810","Sonora","Brissopsis columbaris","1985","1985","Especimen preservado de Brissopsis columbaris en Sonora","Equinodermos; Equinodermata; Presencia"
"811","Sonora","Brissopsis pacifica","1982","1985","Especimen preservado de Brissopsis pacifica en Sonora","Equinodermos; Equinodermata; Presencia"
"812","Sonora","Clypeaster europacificus","1985","1985","Especimen preservado de Clypeaster europacificus en Sonora","Equinodermos; Equinodermata; Presencia"
"813","Sonora","Crinometra brevipinna","","","Especimen preservado de Crinometra brevipinna en Sonora","Equinodermos; Equinodermata; Presencia"
"814","Sonora","Diadema mexicanum","1960","1960","Especimen preservado de Diadema mexicanum en Sonora","Equinodermos; Equinodermata; Presencia"
"815","Sonora","Echinaster tenuispinus","","2006","Especimen preservado de Echinaster tenuispinus en Sonora","Equinodermos; Equinodermata; Presencia"
"816","Sonora","Encope grandis","1940","1985","Especimen preservado de Encope grandis en Sonora","Equinodermos; Equinodermata; Presencia"
"817","Sonora","Encope micropora","1966","1985","Especimen preservado de Encope micropora en Sonora","Equinodermos; Equinodermata; Presencia"
"818","Sonora","Epitomapta tabogae","1970","1970","Especimen preservado de Epitomapta tabogae en Sonora","Equinodermos; Equinodermata; Presencia"
"819","Sonora","Heliaster kubinijii nigra","1964","1964","Especimen preservado de Heliaster kubinijii nigra en Sonora","Equinodermos; Equinodermata; Presencia"
"820","Sonora","Hemipholis gracilis","1982","1985","Especimen preservado de Hemipholis gracilis en Sonora","Equinodermos; Equinodermata; Presencia"
"821","Sonora","Hesperocidaris asteriscus","1970","1970","Especimen preservado de Hesperocidaris asteriscus en Sonora","Equinodermos; Equinodermata; Presencia"
"822","Sonora","Hesperocidaris perplexa","1960","1985","Especimen preservado de Hesperocidaris perplexa en Sonora","Equinodermos; Equinodermata; Presencia"
"823","Sonora","Holothuria (Halodeima) kefersteini","1942","1996","Especimen preservado de Holothuria (Halodeima) kefersteini en Sonora","Equinodermos; Equinodermata; Presencia"
"824","Sonora","Holothuria (Selenkothuria) lubrica","1940","2006","Especimen preservado de Holothuria (Selenkothuria) lubrica en Sonora","Equinodermos; Equinodermata; Presencia"
"825","Sonora","Holothuria (Theelothuria) paraprinceps","1966","1966","Especimen preservado de Holothuria (Theelothuria) paraprinceps en Sonora","Equinodermos; Equinodermata; Presencia"
"826","Sonora","Holothuria (Thymioscycia) impatiens","1970","1970","Especimen preservado de Holothuria (Thymioscycia) impatiens en Sonora","Equinodermos; Equinodermata; Presencia"
"827","Sonora","Holothuria (Vaneyothuria) zacae","1985","1985","Especimen preservado de Holothuria (Vaneyothuria) zacae en Sonora","Equinodermos; Equinodermata; Presencia"
"828","Sonora","Linckia columbiae","1946","1982","Especimen preservado de Linckia columbiae en Sonora","Equinodermos; Equinodermata; Presencia"
"829","Sonora","Lovenia cordiformis","1985","1985","Especimen preservado de Lovenia cordiformis en Sonora","Equinodermos; Equinodermata; Presencia"
"830","Sonora","Mellita grantii","1964","1966","Especimen preservado de Mellita grantii en Sonora","Equinodermos; Equinodermata; Presencia"
"831","Sonora","Moira clotho","1982","1985","Especimen preservado de Moira clotho en Sonora","Equinodermos; Equinodermata; Presencia"
"832","Sonora","Myxoderma platyacanthum","1998","1998","Especimen preservado de Myxoderma platyacanthum en Sonora","Equinodermos; Equinodermata; Presencia"
"833","Sonora","Neothyone gibber","1966","1966","Especimen preservado de Neothyone gibber en Sonora","Equinodermos; Equinodermata; Presencia"
"834","Sonora","Neothyone gibbosa","1972","2006","Especimen preservado de Neothyone gibbosa en Sonora","Equinodermos; Equinodermata; Presencia"
"835","Sonora","Nidorellia armata","1966","1966","Especimen preservado de Nidorellia armata en Sonora","Equinodermos; Equinodermata; Presencia"
"836","Sonora","Ophiactis simplex","1985","1985","Especimen preservado de Ophiactis simplex en Sonora","Equinodermos; Equinodermata; Presencia"
"837","Sonora","Ophiocnida hispida","1940","1940","Especimen preservado de Ophiocnida hispida en Sonora","Equinodermos; Equinodermata; Presencia"
"838","Sonora","Ophiocoma alexandri","","1970","Especimen preservado de Ophiocoma alexandri en Sonora","Equinodermos; Equinodermata; Presencia"
"839","Sonora","Ophioderma panamense","1970","1970","Especimen preservado de Ophioderma panamense en Sonora","Equinodermos; Equinodermata; Presencia"
"840","Sonora","Ophioderma teres","","1970","Especimen preservado de Ophioderma teres en Sonora","Equinodermos; Equinodermata; Presencia"
"841","Sonora","Ophiolepis variegata","1937","1985","Especimen preservado de Ophiolepis variegata en Sonora","Equinodermos; Equinodermata; Presencia"
"842","Sonora","Ophionereis annulata","1970","1970","Especimen preservado de Ophionereis annulata en Sonora","Equinodermos; Equinodermata; Presencia"
"843","Sonora","Ophiopaepale diplax","1960","1985","Especimen preservado de Ophiopaepale diplax en Sonora","Equinodermos; Equinodermata; Presencia"
"844","Sonora","Ophiophragmus marginatus","1982","1982","Especimen preservado de Ophiophragmus marginatus en Sonora","Equinodermos; Equinodermata; Presencia"
"845","Sonora","Ophiothrix galapagensis","1985","1985","Especimen preservado de Ophiothrix galapagensis en Sonora","Equinodermos; Equinodermata; Presencia"
"846","Sonora","Ophiothrix spiculata","1966","1985","Especimen preservado de Ophiothrix spiculata en Sonora","Equinodermos; Equinodermata; Presencia"
"847","Sonora","Pentaceraster cumingi","","1985","Especimen preservado de Pentaceraster cumingi en Sonora","Equinodermos; Equinodermata; Presencia"
"848","Sonora","Pharia pyramidatus","1971","1971","Especimen preservado de Pharia pyramidatus en Sonora","Equinodermos; Equinodermata; Presencia"
"849","Sonora","Phataria unifascialis","1946","1971","Especimen preservado de Phataria unifascialis en Sonora","Equinodermos; Equinodermata; Presencia"
"850","Sonora","Psolidium dorsipes","","1985","Especimen preservado de Psolidium dorsipes en Sonora","Equinodermos; Equinodermata; Presencia"
"851","Sonora","Psolus conchae","1960","1960","Especimen preservado de Psolus conchae en Sonora","Equinodermos; Equinodermata; Presencia"
"852","Sonora","Psolus diomedeae","1985","1985","Especimen preservado de Psolus diomedeae en Sonora","Equinodermos; Equinodermata; Presencia"
"853","Sonora","Tethyaster canaliculatus","1982","1985","Especimen preservado de Tethyaster canaliculatus en Sonora","Equinodermos; Equinodermata; Presencia"
"854","Sonora","Toxopneustes roseus","1960","1960","Especimen preservado de Toxopneustes roseus en Sonora","Equinodermos; Equinodermata; Presencia"
"855","Sonora","Trachythyone peruana","1985","1985","Especimen preservado de Trachythyone peruana en Sonora","Equinodermos; Equinodermata; Presencia"
"856","Tabasco","Anthenoides piercei","1984","1987","Especimen preservado de Anthenoides piercei en Tabasco","Equinodermos; Equinodermata; Presencia"
"857","Tabasco","Asteronyx loveni","1998","1998","Especimen preservado de Asteronyx loveni en Tabasco","Equinodermos; Equinodermata; Presencia"
"858","Tabasco","Astropecten articulatus","1998","1998","Especimen preservado de Astropecten articulatus en Tabasco","Equinodermos; Equinodermata; Presencia"
"859","Tabasco","Astropecten cingulatus","1983","2001","Especimen preservado de Astropecten cingulatus en Tabasco","Equinodermos; Equinodermata; Presencia"
"860","Tabasco","Astropecten comptus","1994","1994","Especimen preservado de Astropecten comptus en Tabasco","Equinodermos; Equinodermata; Presencia"
"861","Tabasco","Astropecten duplicatus","1997","1997","Especimen preservado de Astropecten duplicatus en Tabasco","Equinodermos; Equinodermata; Presencia"
"862","Tabasco","Brissopsis atlantica","1984","1984","Especimen preservado de Brissopsis atlantica en Tabasco","Equinodermos; Equinodermata; Presencia"
"863","Tabasco","Cidaris abyssicola","1999","1999","Especimen preservado de Cidaris abyssicola en Tabasco","Equinodermos; Equinodermata; Presencia"
"864","Tabasco","Clypeaster ravenelii","1997","1998","Especimen preservado de Clypeaster ravenelii en Tabasco","Equinodermos; Equinodermata; Presencia"
"865","Tabasco","Comactinia meridionalis","1983","1983","Especimen preservado de Comactinia meridionalis en Tabasco","Equinodermos; Equinodermata; Presencia"
"866","Tabasco","Crinometra brevipinna","1983","1984","Especimen preservado de Crinometra brevipinna en Tabasco","Equinodermos; Equinodermata; Presencia"
"867","Tabasco","Encope michelini","1984","1984","Especimen preservado de Encope michelini en Tabasco","Equinodermos; Equinodermata; Presencia"
"868","Tabasco","Euthyonacta solida","1988","1988","Especimen preservado de Euthyonacta solida en Tabasco","Equinodermos; Equinodermata; Presencia"
"869","Tabasco","Holothuria (Theelothuria) princeps","1991","1991","Especimen preservado de Holothuria (Theelothuria) princeps en Tabasco","Equinodermos; Equinodermata; Presencia"
"870","Tabasco","Hypselaster limicolus","1994","1994","Especimen preservado de Hypselaster limicolus en Tabasco","Equinodermos; Equinodermata; Presencia"
"871","Tabasco","Mellita quinquiesperforata","2001","2001","Especimen preservado de Mellita quinquiesperforata en Tabasco","Equinodermos; Equinodermata; Presencia"
"872","Tabasco","Mesothuria intestinalis","1997","1997","Especimen preservado de Mesothuria intestinalis en Tabasco","Equinodermos; Equinodermata; Presencia"
"873","Tabasco","Nemaster rubiginosa","1995","1995","Especimen preservado de Nemaster rubiginosa en Tabasco","Equinodermos; Equinodermata; Presencia"
"874","Tabasco","Nymphaster arenatus","1986","1997","Especimen preservado de Nymphaster arenatus en Tabasco","Equinodermos; Equinodermata; Presencia"
"875","Tabasco","Ophiactis savignyi","1998","1998","Especimen preservado de Ophiactis savignyi en Tabasco","Equinodermos; Equinodermata; Presencia"
"876","Tabasco","Ophiomusium eburneum","1997","1997","Especimen preservado de Ophiomusium eburneum en Tabasco","Equinodermos; Equinodermata; Presencia"
"877","Tabasco","Ophiothrix angulata","1983","1998","Especimen preservado de Ophiothrix angulata en Tabasco","Equinodermos; Equinodermata; Presencia"
"878","Tabasco","Ophiothrix suensonii","1983","1983","Especimen preservado de Ophiothrix suensonii en Tabasco","Equinodermos; Equinodermata; Presencia"
"879","Tabasco","Ophiura fallax","1988","1998","Especimen preservado de Ophiura fallax en Tabasco","Equinodermos; Equinodermata; Presencia"
"880","Tabasco","Persephonaster echinulatus","1997","1997","Especimen preservado de Persephonaster echinulatus en Tabasco","Equinodermos; Equinodermata; Presencia"
"881","Tabasco","Phormosoma placenta","1997","1997","Especimen preservado de Phormosoma placenta en Tabasco","Equinodermos; Equinodermata; Presencia"
"882","Tabasco","Plesiodiadema antillarum","1995","1995","Especimen preservado de Plesiodiadema antillarum en Tabasco","Equinodermos; Equinodermata; Presencia"
"883","Tabasco","Plethotaenia spatangoides","1995","1995","Especimen preservado de Plethotaenia spatangoides en Tabasco","Equinodermos; Equinodermata; Presencia"
"884","Tabasco","Stylocidaris lineata","1987","1987","Especimen preservado de Stylocidaris lineata en Tabasco","Equinodermos; Equinodermata; Presencia"
"885","Tabasco","Tethyaster grandis","1988","1997","Especimen preservado de Tethyaster grandis en Tabasco","Equinodermos; Equinodermata; Presencia"
"886","Tabasco","Tethyaster vestitus","1988","1988","Especimen preservado de Tethyaster vestitus en Tabasco","Equinodermos; Equinodermata; Presencia"
"887","Tamaulipas","Amphioplus sepultus","1997","1997","Especimen preservado de Amphioplus sepultus en Tamaulipas","Equinodermos; Equinodermata; Presencia"
"888","Tamaulipas","Astropecten cingulatus","1987","1996","Especimen preservado de Astropecten cingulatus en Tamaulipas","Equinodermos; Equinodermata; Presencia"
"889","Tamaulipas","Astropecten duplicatus","1996","1996","Especimen preservado de Astropecten duplicatus en Tamaulipas","Equinodermos; Equinodermata; Presencia"
"890","Tamaulipas","Benthodytes sanguinolenta","1970","1970","Especimen preservado de Benthodytes sanguinolenta en Tamaulipas","Equinodermos; Equinodermata; Presencia"
"891","Tamaulipas","Brissopsis alta","1989","1990","Especimen preservado de Brissopsis alta en Tamaulipas","Equinodermos; Equinodermata; Presencia"
"892","Tamaulipas","Brissopsis atlantica","1993","1993","Especimen preservado de Brissopsis atlantica en Tamaulipas","Equinodermos; Equinodermata; Presencia"
"893","Tamaulipas","Clypeaster ravenelii","1996","1996","Especimen preservado de Clypeaster ravenelii en Tamaulipas","Equinodermos; Equinodermata; Presencia"
"894","Tamaulipas","Dytaster insignis","2002","2002","Especimen preservado de Dytaster insignis en Tamaulipas","Equinodermos; Equinodermata; Presencia"
"895","Tamaulipas","Echinometra lucunter","1996","1996","Especimen preservado de Echinometra lucunter en Tamaulipas","Equinodermos; Equinodermata; Presencia"
"896","Tamaulipas","Encope michelini","","1996","Especimen preservado de Encope michelini en Tamaulipas","Equinodermos; Equinodermata; Presencia"
"897","Tamaulipas","Hemipholis elongata","1996","1996","Especimen preservado de Hemipholis elongata en Tamaulipas","Equinodermos; Equinodermata; Presencia"
"898","Tamaulipas","Lytechinus variegatus","1996","1996","Especimen preservado de Lytechinus variegatus en Tamaulipas","Equinodermos; Equinodermata; Presencia"
"899","Tamaulipas","Mellita quinquiesperforata","1941","1996","Especimen preservado de Mellita quinquiesperforata en Tamaulipas","Equinodermos; Equinodermata; Presencia"
"900","Tamaulipas","Ophioderma brevispinum","1998","1998","Especimen preservado de Ophioderma brevispinum en Tamaulipas","Equinodermos; Equinodermata; Presencia"
"901","Tamaulipas","Ophiolepis elegans","1989","2002","Especimen preservado de Ophiolepis elegans en Tamaulipas","Equinodermos; Equinodermata; Presencia"
"902","Tamaulipas","Ophiomusium planum","2002","2002","Especimen preservado de Ophiomusium planum en Tamaulipas","Equinodermos; Equinodermata; Presencia"
"903","Tamaulipas","Ophiophragmus septus","1996","1996","Especimen preservado de Ophiophragmus septus en Tamaulipas","Equinodermos; Equinodermata; Presencia"
"904","Tamaulipas","Ophiotholia supplicans","1996","1996","Especimen preservado de Ophiotholia supplicans en Tamaulipas","Equinodermos; Equinodermata; Presencia"
"905","Tamaulipas","Paragonaster subtilis","2002","2002","Especimen preservado de Paragonaster subtilis en Tamaulipas","Equinodermos; Equinodermata; Presencia"
"906","Tamaulipas","Plesiodiadema antillarum","1997","1997","Especimen preservado de Plesiodiadema antillarum en Tamaulipas","Equinodermos; Equinodermata; Presencia"
"907","Tamaulipas","Pteraster personatus","2002","2002","Especimen preservado de Pteraster personatus en Tamaulipas","Equinodermos; Equinodermata; Presencia"
"908","Tamaulipas","Tethyaster grandis","1964","1996","Especimen preservado de Tethyaster grandis en Tamaulipas","Equinodermos; Equinodermata; Presencia"
"909","Veracruz de Ignacio de la Llave","Amphiodia digitata","1969","1969","Especimen preservado de Amphiodia digitata en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"910","Veracruz de Ignacio de la Llave","Amphioplus coniortodes","1996","1996","Especimen preservado de Amphioplus coniortodes en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"911","Veracruz de Ignacio de la Llave","Amphioplus sepultus","1996","1996","Especimen preservado de Amphioplus sepultus en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"912","Veracruz de Ignacio de la Llave","Amphipholis januari","1997","1997","Especimen preservado de Amphipholis januari en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"913","Veracruz de Ignacio de la Llave","Amphipholis squamata","2004","2004","Especimen preservado de Amphipholis squamata en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"914","Veracruz de Ignacio de la Llave","Anthenoides piercei","1997","1998","Especimen preservado de Anthenoides piercei en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"915","Veracruz de Ignacio de la Llave","Apollonaster yucatanensis","2002","2002","Especimen preservado de Apollonaster yucatanensis en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"916","Veracruz de Ignacio de la Llave","Arbacia punctulata","1957","1984","Especimen preservado de Arbacia punctulata en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"917","Veracruz de Ignacio de la Llave","Astropecten americanus","","","Especimen preservado de Astropecten americanus en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"918","Veracruz de Ignacio de la Llave","Astropecten cingulatus","1988","2002","Especimen preservado de Astropecten cingulatus en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"919","Veracruz de Ignacio de la Llave","Astropecten comptus","1994","1994","Especimen preservado de Astropecten comptus en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"920","Veracruz de Ignacio de la Llave","Astropecten duplicatus","1931","1995","Especimen preservado de Astropecten duplicatus en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"921","Veracruz de Ignacio de la Llave","Astrophyton muricatum","1969","1969","Especimen preservado de Astrophyton muricatum en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"922","Veracruz de Ignacio de la Llave","Astropyga magnifica","1986","1986","Especimen preservado de Astropyga magnifica en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"923","Veracruz de Ignacio de la Llave","Bathypectinura heros","2005","2005","Especimen preservado de Bathypectinura heros en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"924","Veracruz de Ignacio de la Llave","Brissopsis alta","1970","1994","Especimen preservado de Brissopsis alta en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"925","Veracruz de Ignacio de la Llave","Brissopsis atlantica","1987","2002","Especimen preservado de Brissopsis atlantica en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"926","Veracruz de Ignacio de la Llave","Brissus unicolor","1957","1960","Especimen preservado de Brissus unicolor en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"927","Veracruz de Ignacio de la Llave","Cheiraster (Christopheraster) mirabilis","1999","2005","Especimen preservado de Cheiraster (Christopheraster) mirabilis en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"928","Veracruz de Ignacio de la Llave","Chiridota rotifera","2005","2005","Especimen preservado de Chiridota rotifera en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"929","Veracruz de Ignacio de la Llave","Clypeaster ravenelii","1960","1960","Especimen preservado de Clypeaster ravenelii en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"930","Veracruz de Ignacio de la Llave","Clypeaster subdepressus","1963","1963","Especimen preservado de Clypeaster subdepressus en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"931","Veracruz de Ignacio de la Llave","Comactinia meridionalis","1984","1984","Especimen preservado de Comactinia meridionalis en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"932","Veracruz de Ignacio de la Llave","Coscinasterias tenuispina","1996","1996","Especimen preservado de Coscinasterias tenuispina en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"933","Veracruz de Ignacio de la Llave","Crinometra brevipinna","1997","1997","Especimen preservado de Crinometra brevipinna en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"934","Veracruz de Ignacio de la Llave","Diadema antillarum","1957","2001","Especimen preservado de Diadema antillarum en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"935","Veracruz de Ignacio de la Llave","Doraster constellatus","","","Especimen preservado de Doraster constellatus en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"936","Veracruz de Ignacio de la Llave","Echinometra lucunter","","2005","Especimen preservado de Echinometra lucunter en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"937","Veracruz de Ignacio de la Llave","Echinometra viridis","1957","2004","Especimen preservado de Echinometra viridis en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"938","Veracruz de Ignacio de la Llave","Encope michelini","1994","1994","Especimen preservado de Encope michelini en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"939","Veracruz de Ignacio de la Llave","Epitomapta roseola","2004","2004","Especimen preservado de Epitomapta roseola en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"940","Veracruz de Ignacio de la Llave","Euapta lappa","1951","1970","Especimen preservado de Euapta lappa en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"941","Veracruz de Ignacio de la Llave","Eucidaris tribuloides","1946","2005","Especimen preservado de Eucidaris tribuloides en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"942","Veracruz de Ignacio de la Llave","Euthyonacta solida","1939","1939","Especimen preservado de Euthyonacta solida en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"943","Veracruz de Ignacio de la Llave","Goniaster tesselatus","1964","1964","Especimen preservado de Goniaster tesselatus en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"944","Veracruz de Ignacio de la Llave","Holothuria (Halodeima) grisea","1946","1975","Especimen preservado de Holothuria (Halodeima) grisea en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"945","Veracruz de Ignacio de la Llave","Holothuria (Selenkothuria) glaberrima","1957","1960","Especimen preservado de Holothuria (Selenkothuria) glaberrima en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"946","Veracruz de Ignacio de la Llave","Holothuria (Semperothuria) surinamensis","1957","1957","Especimen preservado de Holothuria (Semperothuria) surinamensis en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"947","Veracruz de Ignacio de la Llave","Holothuria (Theelothuria) princeps","1953","1975","Especimen preservado de Holothuria (Theelothuria) princeps en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"948","Veracruz de Ignacio de la Llave","Holothuria (Thymioscycia) arenicola","1962","2005","Especimen preservado de Holothuria (Thymioscycia) arenicola en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"949","Veracruz de Ignacio de la Llave","Holothuria (Thymioscycia) impatiens","1951","1957","Especimen preservado de Holothuria (Thymioscycia) impatiens en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"950","Veracruz de Ignacio de la Llave","Hypselaster limicolus","1997","1997","Especimen preservado de Hypselaster limicolus en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"951","Veracruz de Ignacio de la Llave","Isostichopus badionotus","","2004","Especimen preservado de Isostichopus badionotus en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"952","Veracruz de Ignacio de la Llave","Isostichopus macroparentheses","2005","2005","Especimen preservado de Isostichopus macroparentheses en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"953","Veracruz de Ignacio de la Llave","Linckia guildingii","","2004","Especimen preservado de Linckia guildingii en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"954","Veracruz de Ignacio de la Llave","Linckia nodosa","1951","1951","Especimen preservado de Linckia nodosa en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"955","Veracruz de Ignacio de la Llave","Lissothuria antillensis","1957","1957","Especimen preservado de Lissothuria antillensis en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"956","Veracruz de Ignacio de la Llave","Lytechinus variegatus","","2005","Especimen preservado de Lytechinus variegatus en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"957","Veracruz de Ignacio de la Llave","Mellita quinquiesperforata","1937","1994","Especimen preservado de Mellita quinquiesperforata en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"958","Veracruz de Ignacio de la Llave","Moira atropos","1994","1995","Especimen preservado de Moira atropos en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"959","Veracruz de Ignacio de la Llave","Molpadia parva","2002","2002","Especimen preservado de Molpadia parva en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"960","Veracruz de Ignacio de la Llave","Nemaster rubiginosa","1997","2005","Especimen preservado de Nemaster rubiginosa en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"961","Veracruz de Ignacio de la Llave","Neocrinus decorus","1957","2001","Especimen preservado de Neocrinus decorus en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"962","Veracruz de Ignacio de la Llave","Ocnus suspectus","2004","2004","Especimen preservado de Ocnus suspectus en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"963","Veracruz de Ignacio de la Llave","Ophiactis quinqueradia","2004","2004","Especimen preservado de Ophiactis quinqueradia en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"964","Veracruz de Ignacio de la Llave","Ophiactis savignyi","1959","2005","Especimen preservado de Ophiactis savignyi en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"965","Veracruz de Ignacio de la Llave","Ophidiaster guildingi","1959","2005","Especimen preservado de Ophidiaster guildingi en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"966","Veracruz de Ignacio de la Llave","Ophiochiton ternispinus","2002","2002","Especimen preservado de Ophiochiton ternispinus en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"967","Veracruz de Ignacio de la Llave","Ophiocnida scabriuscula","1996","1996","Especimen preservado de Ophiocnida scabriuscula en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"968","Veracruz de Ignacio de la Llave","Ophiocoma echinata","1957","2005","Especimen preservado de Ophiocoma echinata en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
"969","Veracruz de Ignacio de la Llave","Ophiocoma wendtii","1960","2004","Especimen preservado de Ophiocoma wendtii en Veracruz de Ignacio de la Llave","Equinodermos; Equinodermata; Presencia"
