"","V1","V1","V1"
"3185","Jalisco","Central Pacific","Pacific"
"3186","Jalisco","Central Pacific","Pacific"
"3187","Jalisco","Central Pacific","Pacific"
"3188","Jalisco","Central Pacific","Pacific"
"3189","Jalisco","Central Pacific","Pacific"
"3190","Jalisco","Central Pacific","Pacific"
"3191","Jalisco","Central Pacific","Pacific"
"3192","Jalisco","Central Pacific","Pacific"
"3193","Jalisco","Central Pacific","Pacific"
"3194","Jalisco","Central Pacific","Pacific"
"3195","Jalisco","Central Pacific","Pacific"
"3196","Jalisco","Central Pacific","Pacific"
"3197","Jalisco","Central Pacific","Pacific"
"3198","Jalisco","Central Pacific","Pacific"
"3199","Jalisco","Central Pacific","Pacific"
"3200","Jalisco","Central Pacific","Pacific"
"3201","Jalisco","Central Pacific","Pacific"
"3202","Jalisco","Central Pacific","Pacific"
"3203","Jalisco","Central Pacific","Pacific"
"3204","Jalisco","Central Pacific","Pacific"
"3205","Jalisco","Central Pacific","Pacific"
"3206","Jalisco","Central Pacific","Pacific"
"3207","Jalisco","Central Pacific","Pacific"
"3208","Jalisco","Central Pacific","Pacific"
"3209","Jalisco","Central Pacific","Pacific"
"3210","Jalisco","Central Pacific","Pacific"
"3211","Jalisco","Central Pacific","Pacific"
"3212","Jalisco","Central Pacific","Pacific"
"3213","Jalisco","Central Pacific","Pacific"
"3214","Jalisco","Central Pacific","Pacific"
"3215","Jalisco","Central Pacific","Pacific"
"3216","Jalisco","Central Pacific","Pacific"
"3217","Jalisco","Central Pacific","Pacific"
"3218","Jalisco","Central Pacific","Pacific"
"3219","Jalisco","Central Pacific","Pacific"
"3220","Jalisco","Central Pacific","Pacific"
"3221","Jalisco","Central Pacific","Pacific"
"3222","Jalisco","Central Pacific","Pacific"
"3223","Jalisco","Central Pacific","Pacific"
"3224","Jalisco","Central Pacific","Pacific"
"3225","Jalisco","Central Pacific","Pacific"
"3226","Jalisco","Central Pacific","Pacific"
"3227","Jalisco","Central Pacific","Pacific"
"3228","Jalisco","Central Pacific","Pacific"
"3229","Jalisco","Central Pacific","Pacific"
"3230","Jalisco","Central Pacific","Pacific"
"3231","Jalisco","Central Pacific","Pacific"
"3232","Jalisco","Central Pacific","Pacific"
"3233","Jalisco","Central Pacific","Pacific"
"3234","Jalisco","Central Pacific","Pacific"
"3235","Jalisco","Central Pacific","Pacific"
"3236","Jalisco","Central Pacific","Pacific"
"3237","Jalisco","Central Pacific","Pacific"
"3238","Jalisco","Central Pacific","Pacific"
"3239","Jalisco","Central Pacific","Pacific"
"3240","Jalisco","Central Pacific","Pacific"
"3241","Jalisco","Central Pacific","Pacific"
"3242","Jalisco","Central Pacific","Pacific"
"3243","Jalisco","Central Pacific","Pacific"
"3244","Jalisco","Central Pacific","Pacific"
"3245","Jalisco","Central Pacific","Pacific"
"3246","Jalisco","Central Pacific","Pacific"
"3247","Jalisco","Central Pacific","Pacific"
"3248","Jalisco","Central Pacific","Pacific"
"3249","Jalisco","Central Pacific","Pacific"
"3250","Jalisco","Central Pacific","Pacific"
"3251","Jalisco","Central Pacific","Pacific"
"3252","Jalisco","Central Pacific","Pacific"
"3253","Jalisco","Central Pacific","Pacific"
"3254","Jalisco","Central Pacific","Pacific"
"3255","Jalisco","Central Pacific","Pacific"
"3256","Jalisco","Central Pacific","Pacific"
"3257","Jalisco","Central Pacific","Pacific"
"3258","Jalisco","Central Pacific","Pacific"
"3259","Jalisco","Central Pacific","Pacific"
"3260","Jalisco","Central Pacific","Pacific"
"3261","Jalisco","Central Pacific","Pacific"
"3262","Jalisco","Central Pacific","Pacific"
"3263","Jalisco","Central Pacific","Pacific"
"3264","Jalisco","Central Pacific","Pacific"
"3265","Jalisco","Central Pacific","Pacific"
"3266","Jalisco","Central Pacific","Pacific"
"3267","Jalisco","Central Pacific","Pacific"
"3268","Jalisco","Central Pacific","Pacific"
"3269","Jalisco","Central Pacific","Pacific"
"3270","Jalisco","Central Pacific","Pacific"
"3271","Jalisco","Central Pacific","Pacific"
"3272","Jalisco","Central Pacific","Pacific"
"3273","Jalisco","Central Pacific","Pacific"
"3274","Jalisco","Central Pacific","Pacific"
"3275","Jalisco","Central Pacific","Pacific"
"3276","Jalisco","Central Pacific","Pacific"
"3277","Jalisco","Central Pacific","Pacific"
"3278","Jalisco","Central Pacific","Pacific"
"3279","Jalisco","Central Pacific","Pacific"
"3280","Jalisco","Central Pacific","Pacific"
"3281","Jalisco","Central Pacific","Pacific"
"3282","Jalisco","Central Pacific","Pacific"
"3283","Jalisco","Central Pacific","Pacific"
"3284","Jalisco","Central Pacific","Pacific"
"3285","Jalisco","Central Pacific","Pacific"
"3286","Jalisco","Central Pacific","Pacific"
"3287","Jalisco","Central Pacific","Pacific"
"3288","Jalisco","Central Pacific","Pacific"
"3289","Jalisco","Central Pacific","Pacific"
"3290","Jalisco","Central Pacific","Pacific"
"3291","Jalisco","Central Pacific","Pacific"
"3292","Jalisco","Central Pacific","Pacific"
"3293","Jalisco","Central Pacific","Pacific"
"3294","Jalisco","Central Pacific","Pacific"
"3295","Jalisco","Central Pacific","Pacific"
"3296","Jalisco","Central Pacific","Pacific"
"3297","Jalisco","Central Pacific","Pacific"
"3298","Jalisco","Central Pacific","Pacific"
"3299","Jalisco","Central Pacific","Pacific"
"3300","Jalisco","Central Pacific","Pacific"
"3301","Jalisco","Central Pacific","Pacific"
"3302","Jalisco","Central Pacific","Pacific"
"3303","Jalisco","Central Pacific","Pacific"
"3304","Jalisco","Central Pacific","Pacific"
"3305","Jalisco","Central Pacific","Pacific"
"3306","Jalisco","Central Pacific","Pacific"
"3307","Jalisco","Central Pacific","Pacific"
"3308","Jalisco","Central Pacific","Pacific"
"3309","Jalisco","Central Pacific","Pacific"
"3310","Jalisco","Central Pacific","Pacific"
"3311","Jalisco","Central Pacific","Pacific"
"3312","Jalisco","Central Pacific","Pacific"
"3313","Jalisco","Central Pacific","Pacific"
"3314","Jalisco","Central Pacific","Pacific"
"3315","Jalisco","Central Pacific","Pacific"
"3316","Jalisco","Central Pacific","Pacific"
"3317","Jalisco","Central Pacific","Pacific"
"3318","Jalisco","Central Pacific","Pacific"
"3319","Jalisco","Central Pacific","Pacific"
"3320","Jalisco","Central Pacific","Pacific"
"3321","Jalisco","Central Pacific","Pacific"
"3322","Jalisco","Central Pacific","Pacific"
"3323","Jalisco","Central Pacific","Pacific"
"3324","Jalisco","Central Pacific","Pacific"
"3325","Jalisco","Central Pacific","Pacific"
"3326","Jalisco","Central Pacific","Pacific"
"3327","Jalisco","Central Pacific","Pacific"
"3328","Jalisco","Central Pacific","Pacific"
"3329","Jalisco","Central Pacific","Pacific"
"3330","Jalisco","Central Pacific","Pacific"
"3331","Jalisco","Central Pacific","Pacific"
"3332","Jalisco","Central Pacific","Pacific"
"3333","Jalisco","Central Pacific","Pacific"
"3334","Jalisco","Central Pacific","Pacific"
"3335","Jalisco","Central Pacific","Pacific"
"3336","Jalisco","Central Pacific","Pacific"
"3337","Jalisco","Central Pacific","Pacific"
"3338","Jalisco","Central Pacific","Pacific"
"3339","Jalisco","Central Pacific","Pacific"
"3340","Jalisco","Central Pacific","Pacific"
"3341","Jalisco","Central Pacific","Pacific"
"3342","Jalisco","Central Pacific","Pacific"
"3343","Jalisco","Central Pacific","Pacific"
"3344","Jalisco","Central Pacific","Pacific"
"3345","Jalisco","Central Pacific","Pacific"
"3346","Jalisco","Central Pacific","Pacific"
"3347","Jalisco","Central Pacific","Pacific"
"3348","Jalisco","Central Pacific","Pacific"
"3349","Jalisco","Central Pacific","Pacific"
"3350","Jalisco","Central Pacific","Pacific"
"3351","Jalisco","Central Pacific","Pacific"
"3352","Jalisco","Central Pacific","Pacific"
"3353","Jalisco","Central Pacific","Pacific"
"3354","Jalisco","Central Pacific","Pacific"
"3355","Jalisco","Central Pacific","Pacific"
"3356","Jalisco","Central Pacific","Pacific"
"3357","Jalisco","Central Pacific","Pacific"
"3358","Jalisco","Central Pacific","Pacific"
"3359","Jalisco","Central Pacific","Pacific"
"3360","Jalisco","Central Pacific","Pacific"
"3361","Jalisco","Central Pacific","Pacific"
"3362","Jalisco","Central Pacific","Pacific"
"3363","Jalisco","Central Pacific","Pacific"
"3364","Jalisco","Central Pacific","Pacific"
"3365","Jalisco","Central Pacific","Pacific"
"3366","Jalisco","Central Pacific","Pacific"
"3367","Jalisco","Central Pacific","Pacific"
"3368","Jalisco","Central Pacific","Pacific"
"3369","Jalisco","Central Pacific","Pacific"
"3370","Jalisco","Central Pacific","Pacific"
"3371","Jalisco","Central Pacific","Pacific"
"3372","Jalisco","Central Pacific","Pacific"
"3373","Jalisco","Central Pacific","Pacific"
"3374","Jalisco","Central Pacific","Pacific"
"3375","Jalisco","Central Pacific","Pacific"
"3376","Jalisco","Central Pacific","Pacific"
"3377","Jalisco","Central Pacific","Pacific"
"3378","Jalisco","Central Pacific","Pacific"
"3379","Jalisco","Central Pacific","Pacific"
"3380","Jalisco","Central Pacific","Pacific"
"3381","Jalisco","Central Pacific","Pacific"
"3382","Jalisco","Central Pacific","Pacific"
"3383","Jalisco","Central Pacific","Pacific"
"3384","Jalisco","Central Pacific","Pacific"
"3385","Jalisco","Central Pacific","Pacific"
"3386","Jalisco","Central Pacific","Pacific"
"3387","Jalisco","Central Pacific","Pacific"
"3388","Jalisco","Central Pacific","Pacific"
"3389","Jalisco","Central Pacific","Pacific"
"3390","Jalisco","Central Pacific","Pacific"
"3391","Jalisco","Central Pacific","Pacific"
"3392","Jalisco","Central Pacific","Pacific"
"3393","Jalisco","Central Pacific","Pacific"
"3394","Jalisco","Central Pacific","Pacific"
"3395","Jalisco","Central Pacific","Pacific"
"3396","Jalisco","Central Pacific","Pacific"
"3397","Jalisco","Central Pacific","Pacific"
"3398","Jalisco","Central Pacific","Pacific"
"3399","Jalisco","Central Pacific","Pacific"
"3400","Jalisco","Central Pacific","Pacific"
"3401","Jalisco","Central Pacific","Pacific"
"3402","Jalisco","Central Pacific","Pacific"
"3403","Jalisco","Central Pacific","Pacific"
"3404","Jalisco","Central Pacific","Pacific"
"3405","Jalisco","Central Pacific","Pacific"
"3406","Jalisco","Central Pacific","Pacific"
"3407","Jalisco","Central Pacific","Pacific"
"3408","Jalisco","Central Pacific","Pacific"
"3409","Jalisco","Central Pacific","Pacific"
"3410","Jalisco","Central Pacific","Pacific"
"3411","Jalisco","Central Pacific","Pacific"
"3412","Jalisco","Central Pacific","Pacific"
"3413","Jalisco","Central Pacific","Pacific"
"3414","Jalisco","Central Pacific","Pacific"
"3415","Jalisco","Central Pacific","Pacific"
"3416","Jalisco","Central Pacific","Pacific"
"3417","Jalisco","Central Pacific","Pacific"
"3418","Jalisco","Central Pacific","Pacific"
"3419","Jalisco","Central Pacific","Pacific"
"3420","Jalisco","Central Pacific","Pacific"
"3421","Jalisco","Central Pacific","Pacific"
"3422","Jalisco","Central Pacific","Pacific"
"3423","Jalisco","Central Pacific","Pacific"
"3424","Jalisco","Central Pacific","Pacific"
"3425","Jalisco","Central Pacific","Pacific"
"3426","Jalisco","Central Pacific","Pacific"
"3427","Jalisco","Central Pacific","Pacific"
"3428","Jalisco","Central Pacific","Pacific"
"3429","Jalisco","Central Pacific","Pacific"
"3430","Jalisco","Central Pacific","Pacific"
"3431","Jalisco","Central Pacific","Pacific"
"3432","Jalisco","Central Pacific","Pacific"
"3433","Jalisco","Central Pacific","Pacific"
"3434","Jalisco","Central Pacific","Pacific"
"3435","Jalisco","Central Pacific","Pacific"
"3436","Jalisco","Central Pacific","Pacific"
"3437","Jalisco","Central Pacific","Pacific"
"3438","Jalisco","Central Pacific","Pacific"
"3439","Jalisco","Central Pacific","Pacific"
"3440","Jalisco","Central Pacific","Pacific"
"3441","Jalisco","Central Pacific","Pacific"
"3442","Jalisco","Central Pacific","Pacific"
"3443","Jalisco","Central Pacific","Pacific"
"3444","Jalisco","Central Pacific","Pacific"
"3445","Jalisco","Central Pacific","Pacific"
"3446","Jalisco","Central Pacific","Pacific"
"3447","Jalisco","Central Pacific","Pacific"
"3448","Jalisco","Central Pacific","Pacific"
"3449","Jalisco","Central Pacific","Pacific"
"3450","Jalisco","Central Pacific","Pacific"
"3451","Jalisco","Central Pacific","Pacific"
"3452","Jalisco","Central Pacific","Pacific"
"3453","Jalisco","Central Pacific","Pacific"
"3454","Jalisco","Central Pacific","Pacific"
"3455","Jalisco","Central Pacific","Pacific"
"3456","Jalisco","Central Pacific","Pacific"
"3457","Jalisco","Central Pacific","Pacific"
"3458","Jalisco","Central Pacific","Pacific"
"3459","Jalisco","Central Pacific","Pacific"
"3460","Jalisco","Central Pacific","Pacific"
"3461","Jalisco","Central Pacific","Pacific"
"3462","Jalisco","Central Pacific","Pacific"
"3463","Jalisco","Central Pacific","Pacific"
"3464","Jalisco","Central Pacific","Pacific"
"3465","Jalisco","Central Pacific","Pacific"
"3466","Jalisco","Central Pacific","Pacific"
"3467","Jalisco","Central Pacific","Pacific"
"3468","Jalisco","Central Pacific","Pacific"
"3469","Jalisco","Central Pacific","Pacific"
"3470","Jalisco","Central Pacific","Pacific"
"3471","Jalisco","Central Pacific","Pacific"
"3472","Jalisco","Central Pacific","Pacific"
"3473","Jalisco","Central Pacific","Pacific"
"3474","Jalisco","Central Pacific","Pacific"
"3475","Jalisco","Central Pacific","Pacific"
"3476","Jalisco","Central Pacific","Pacific"
"3477","Jalisco","Central Pacific","Pacific"
"3478","Jalisco","Central Pacific","Pacific"
"3479","Jalisco","Central Pacific","Pacific"
"3480","Jalisco","Central Pacific","Pacific"
"3481","Jalisco","Central Pacific","Pacific"
"3482","Jalisco","Central Pacific","Pacific"
"3483","Jalisco","Central Pacific","Pacific"
"3484","Jalisco","Central Pacific","Pacific"
"3485","Jalisco","Central Pacific","Pacific"
"3486","Jalisco","Central Pacific","Pacific"
"3487","Jalisco","Central Pacific","Pacific"
"3488","Jalisco","Central Pacific","Pacific"
"3489","Jalisco","Central Pacific","Pacific"
"3490","Jalisco","Central Pacific","Pacific"
"3491","Jalisco","Central Pacific","Pacific"
"3492","Jalisco","Central Pacific","Pacific"
"3493","Jalisco","Central Pacific","Pacific"
"3494","Jalisco","Central Pacific","Pacific"
"3495","Jalisco","Central Pacific","Pacific"
"3496","Jalisco","Central Pacific","Pacific"
"3497","Jalisco","Central Pacific","Pacific"
"3498","Jalisco","Central Pacific","Pacific"
"3499","Jalisco","Central Pacific","Pacific"
"3500","Jalisco","Central Pacific","Pacific"
"3501","Jalisco","Central Pacific","Pacific"
"3502","Jalisco","Central Pacific","Pacific"
"3503","Jalisco","Central Pacific","Pacific"
"3504","Jalisco","Central Pacific","Pacific"
"3505","Jalisco","Central Pacific","Pacific"
"3506","Jalisco","Central Pacific","Pacific"
"3507","Jalisco","Central Pacific","Pacific"
"3508","Jalisco","Central Pacific","Pacific"
"3509","Jalisco","Central Pacific","Pacific"
"3510","Jalisco","Central Pacific","Pacific"
"3511","Jalisco","Central Pacific","Pacific"
"3512","Jalisco","Central Pacific","Pacific"
"3513","Jalisco","Central Pacific","Pacific"
"3514","Jalisco","Central Pacific","Pacific"
"3515","Jalisco","Central Pacific","Pacific"
"3516","Jalisco","Central Pacific","Pacific"
"3517","Jalisco","Central Pacific","Pacific"
"3518","Jalisco","Central Pacific","Pacific"
"3519","Jalisco","Central Pacific","Pacific"
"3520","Jalisco","Central Pacific","Pacific"
"3521","Jalisco","Central Pacific","Pacific"
"3522","Jalisco","Central Pacific","Pacific"
"3523","Jalisco","Central Pacific","Pacific"
"3524","Jalisco","Central Pacific","Pacific"
"3525","Jalisco","Central Pacific","Pacific"
"3526","Jalisco","Central Pacific","Pacific"
"3527","Jalisco","Central Pacific","Pacific"
"3528","Jalisco","Central Pacific","Pacific"
"3529","Jalisco","Central Pacific","Pacific"
"3530","Jalisco","Central Pacific","Pacific"
"3531","Jalisco","Central Pacific","Pacific"
"3532","Jalisco","Central Pacific","Pacific"
"3533","Jalisco","Central Pacific","Pacific"
"3534","Jalisco","Central Pacific","Pacific"
"3535","Jalisco","Central Pacific","Pacific"
"3536","Jalisco","Central Pacific","Pacific"
"3537","Jalisco","Central Pacific","Pacific"
"3538","Jalisco","Central Pacific","Pacific"
"3539","Jalisco","Central Pacific","Pacific"
"3540","Jalisco","Central Pacific","Pacific"
"3541","Jalisco","Central Pacific","Pacific"
"3542","Jalisco","Central Pacific","Pacific"
"3543","Jalisco","Central Pacific","Pacific"
"3544","Jalisco","Central Pacific","Pacific"
"3545","Jalisco","Central Pacific","Pacific"
"3546","Jalisco","Central Pacific","Pacific"
"3547","Jalisco","Central Pacific","Pacific"
"3548","Jalisco","Central Pacific","Pacific"
"3549","Jalisco","Central Pacific","Pacific"
"3550","Jalisco","Central Pacific","Pacific"
"3551","Jalisco","Central Pacific","Pacific"
"3552","Jalisco","Central Pacific","Pacific"
"3553","Jalisco","Central Pacific","Pacific"
"3554","Jalisco","Central Pacific","Pacific"
"3555","Jalisco","Central Pacific","Pacific"
"3556","Jalisco","Central Pacific","Pacific"
"3557","Jalisco","Central Pacific","Pacific"
"3558","Jalisco","Central Pacific","Pacific"
"3559","Jalisco","Central Pacific","Pacific"
"3560","Jalisco","Central Pacific","Pacific"
"3561","Jalisco","Central Pacific","Pacific"
"3562","Jalisco","Central Pacific","Pacific"
"3563","Jalisco","Central Pacific","Pacific"
"3564","Jalisco","Central Pacific","Pacific"
"3565","Jalisco","Central Pacific","Pacific"
"3566","Jalisco","Central Pacific","Pacific"
"3567","Jalisco","Central Pacific","Pacific"
"3568","Jalisco","Central Pacific","Pacific"
"3569","Jalisco","Central Pacific","Pacific"
"3570","Jalisco","Central Pacific","Pacific"
"3571","Jalisco","Central Pacific","Pacific"
"3572","Jalisco","Central Pacific","Pacific"
"3573","Jalisco","Central Pacific","Pacific"
"3574","Jalisco","Central Pacific","Pacific"
"3575","Jalisco","Central Pacific","Pacific"
"3576","Jalisco","Central Pacific","Pacific"
"3577","Jalisco","Central Pacific","Pacific"
"3578","Jalisco","Central Pacific","Pacific"
"3579","Jalisco","Central Pacific","Pacific"
"3580","Jalisco","Central Pacific","Pacific"
"3581","Jalisco","Central Pacific","Pacific"
"3582","Jalisco","Central Pacific","Pacific"
"3583","Jalisco","Central Pacific","Pacific"
"3584","Jalisco","Central Pacific","Pacific"
"3585","Jalisco","Central Pacific","Pacific"
"3586","Jalisco","Central Pacific","Pacific"
"3587","Jalisco","Central Pacific","Pacific"
"3588","Jalisco","Central Pacific","Pacific"
"3589","Jalisco","Central Pacific","Pacific"
"3590","Jalisco","Central Pacific","Pacific"
"3591","Jalisco","Central Pacific","Pacific"
"3592","Jalisco","Central Pacific","Pacific"
"3593","Jalisco","Central Pacific","Pacific"
"3594","Jalisco","Central Pacific","Pacific"
"3595","Jalisco","Central Pacific","Pacific"
"3596","Jalisco","Central Pacific","Pacific"
"3597","Jalisco","Central Pacific","Pacific"
"3598","Jalisco","Central Pacific","Pacific"
"3599","Jalisco","Central Pacific","Pacific"
"3600","Jalisco","Central Pacific","Pacific"
"3601","Jalisco","Central Pacific","Pacific"
"3602","Jalisco","Central Pacific","Pacific"
"3603","Jalisco","Central Pacific","Pacific"
"3604","Jalisco","Central Pacific","Pacific"
"3605","Jalisco","Central Pacific","Pacific"
"3606","Jalisco","Central Pacific","Pacific"
"3607","Jalisco","Central Pacific","Pacific"
"3608","Jalisco","Central Pacific","Pacific"
"3609","Jalisco","Central Pacific","Pacific"
"3610","Jalisco","Central Pacific","Pacific"
"3611","Jalisco","Central Pacific","Pacific"
"3612","Jalisco","Central Pacific","Pacific"
"3613","Jalisco","Central Pacific","Pacific"
"3614","Jalisco","Central Pacific","Pacific"
"3615","Jalisco","Central Pacific","Pacific"
"3616","Jalisco","Central Pacific","Pacific"
"3617","Jalisco","Central Pacific","Pacific"
"3618","Jalisco","Central Pacific","Pacific"
"3619","Jalisco","Central Pacific","Pacific"
"3620","Jalisco","Central Pacific","Pacific"
"3621","Jalisco","Central Pacific","Pacific"
"3622","Jalisco","Central Pacific","Pacific"
"3623","Jalisco","Central Pacific","Pacific"
"3624","Jalisco","Central Pacific","Pacific"
"3625","Jalisco","Central Pacific","Pacific"
"3626","Jalisco","Central Pacific","Pacific"
"3627","Jalisco","Central Pacific","Pacific"
"3628","Jalisco","Central Pacific","Pacific"
"3629","Jalisco","Central Pacific","Pacific"
"3630","Jalisco","Central Pacific","Pacific"
"3631","Jalisco","Central Pacific","Pacific"
"3632","Jalisco","Central Pacific","Pacific"
"3633","Jalisco","Central Pacific","Pacific"
"3634","Jalisco","Central Pacific","Pacific"
"3635","Jalisco","Central Pacific","Pacific"
"3636","Jalisco","Central Pacific","Pacific"
"3637","Jalisco","Central Pacific","Pacific"
"3638","Jalisco","Central Pacific","Pacific"
"3639","Jalisco","Central Pacific","Pacific"
"3640","Jalisco","Central Pacific","Pacific"
"3641","Jalisco","Central Pacific","Pacific"
"3642","Jalisco","Central Pacific","Pacific"
"3643","Jalisco","Central Pacific","Pacific"
"3644","Jalisco","Central Pacific","Pacific"
"3645","Jalisco","Central Pacific","Pacific"
"3646","Jalisco","Central Pacific","Pacific"
"3647","Jalisco","Central Pacific","Pacific"
"3648","Jalisco","Central Pacific","Pacific"
"3649","Jalisco","Central Pacific","Pacific"
"3650","Jalisco","Central Pacific","Pacific"
"3651","Jalisco","Central Pacific","Pacific"
"3652","Jalisco","Central Pacific","Pacific"
"3653","Jalisco","Central Pacific","Pacific"
"3654","Jalisco","Central Pacific","Pacific"
"3655","Jalisco","Central Pacific","Pacific"
"3656","Jalisco","Central Pacific","Pacific"
"3657","Jalisco","Central Pacific","Pacific"
"3658","Jalisco","Central Pacific","Pacific"
"3659","Jalisco","Central Pacific","Pacific"
"3660","Jalisco","Central Pacific","Pacific"
"3661","Jalisco","Central Pacific","Pacific"
"3662","Jalisco","Central Pacific","Pacific"
"3663","Jalisco","Central Pacific","Pacific"
"3664","Jalisco","Central Pacific","Pacific"
"3665","Jalisco","Central Pacific","Pacific"
"3666","Jalisco","Central Pacific","Pacific"
"3667","Jalisco","Central Pacific","Pacific"
"3668","Jalisco","Central Pacific","Pacific"
"3669","Jalisco","Central Pacific","Pacific"
"3670","Jalisco","Central Pacific","Pacific"
"3671","Jalisco","Central Pacific","Pacific"
"3672","Jalisco","Central Pacific","Pacific"
"3673","Jalisco","Central Pacific","Pacific"
"3674","Jalisco","Central Pacific","Pacific"
"3675","Jalisco","Central Pacific","Pacific"
"3676","Jalisco","Central Pacific","Pacific"
"3677","Jalisco","Central Pacific","Pacific"
"3678","Jalisco","Central Pacific","Pacific"
"3679","Jalisco","Central Pacific","Pacific"
"3680","Jalisco","Central Pacific","Pacific"
"3681","Jalisco","Central Pacific","Pacific"
"3682","Jalisco","Central Pacific","Pacific"
"3683","Jalisco","Central Pacific","Pacific"
"3684","Jalisco","Central Pacific","Pacific"
"3685","Jalisco","Central Pacific","Pacific"
"3686","Jalisco","Central Pacific","Pacific"
"3687","Jalisco","Central Pacific","Pacific"
"3688","Jalisco","Central Pacific","Pacific"
"3689","Jalisco","Central Pacific","Pacific"
"3690","Jalisco","Central Pacific","Pacific"
"3691","Jalisco","Central Pacific","Pacific"
"3692","Jalisco","Central Pacific","Pacific"
"3693","Jalisco","Central Pacific","Pacific"
"3694","Jalisco","Central Pacific","Pacific"
"3695","Jalisco","Central Pacific","Pacific"
"3696","Jalisco","Central Pacific","Pacific"
"3697","Jalisco","Central Pacific","Pacific"
"3698","Jalisco","Central Pacific","Pacific"
"3699","Jalisco","Central Pacific","Pacific"
"3700","Jalisco","Central Pacific","Pacific"
"3701","Jalisco","Central Pacific","Pacific"
"3702","Jalisco","Central Pacific","Pacific"
"3703","Jalisco","Central Pacific","Pacific"
"3704","Jalisco","Central Pacific","Pacific"
"3705","Jalisco","Central Pacific","Pacific"
"3706","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3707","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3708","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3709","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3710","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3711","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3712","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3713","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3714","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3715","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3716","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3717","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3718","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3719","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3720","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3721","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3722","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3723","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3724","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3725","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3726","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3727","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3728","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3729","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3730","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3731","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3732","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3733","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3734","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3735","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3736","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3737","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3738","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3739","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3740","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3741","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3742","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3743","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3744","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3745","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3746","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3747","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3748","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3749","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3750","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3751","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3752","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3753","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3754","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3755","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3756","Distrito Federal","Freshwater/Terrestrial","Freshwater/Terrestrial"
