NOMBRE_ESTADO,CLAVE_OFICINA,NOMBRE_OFICINA,TIPO_AVISO,FECHA_AVISO,MES_CORTE,ANO_CORTE,PERIODO_INICIO,PERIODO_FIN,NOMBRE_PRINCIPAL,CLAVE_ESPECIE,NOMBRE_ESPECIE,PESO_DESEMBARCADO,PESO_VIVO,PRECIO,VALOR,LITORAL
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,1/1/11,ABRIL,2012,1/1/11,1/1/11,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,440.00,440.00,25.00,"11,000.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/1/13,ENERO,2013,1/1/13,1/1/13,ATUN,0581430H,ATUN ALETA AZUL DE CULTIVO ENT. FCO.,"7,397.30","7,397.30",90.00,"665,757.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/1/13,ENERO,2013,1/1/13,1/1/13,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,"8,920.90","9,812.99",100.00,"892,090.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,1/1/13,ENERO,2013,1/1/13,1/1/13,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,"3,660.00","3,660.00",14.66,"53,655.60",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,1/1/13,ENERO,2013,1/1/13,1/1/13,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,"2,460.00","2,460.00",25.00,"61,500.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/1/14,ENERO,2014,1/1/14,1/1/14,ATUN,0580937H,ATUN ALETA AZUL DE CULTIVO DESV. DSC. FCO.,"9,486.00","11,383.20",90.00,"853,740.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,1/1/14,MARZO,2014,1/1/14,1/1/14,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,"1,000.00","1,000.00",22.00,"22,000.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/1/15,ENERO,2015,1/1/15,1/1/15,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,"5,248.00","5,772.80",100.00,"524,800.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/1/15,ENERO,2015,1/1/15,1/1/15,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,"7,280.00","8,008.00",80.00,"582,400.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/1/15,ENERO,2015,1/1/15,1/1/15,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,254.00,279.40,100.00,"25,400.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/1/16,ENERO,2016,1/1/16,1/1/16,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,"15,656.30","17,221.93",70.00,"1,095,941.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/1/17,ENERO,2017,1/1/17,1/1/17,OSTION,5571435H,OSTION DE CULTIVO ENT. FCO.,400.00,400.00,35.00,"14,000.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/1/17,ENERO,2017,1/1/17,1/1/17,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,750.00,750.00,25.00,"18,750.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/1/17,ENERO,2017,1/1/17,1/1/17,ALMEJA,0323238V,ALMEJA MANILA DE CULTIVO VIVA,120.00,120.00,40.00,"4,800.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,2/1/11,ABRIL,2012,2/1/11,2/1/11,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,812.00,812.00,25.00,"20,300.00",PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"30,000.00",300.00,PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,ALMEJA,0273235V,ALMEJA ARENERA DE CULTIVO VIVA,30.00,30.00,50.00,"1,500.00",PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.00,0.00,"53,333.00",0.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"37,500.00",375.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.00,0.00,"80,000.00",0.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.00,0.00,"50,000.00",0.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.00,0.00,"120,000.00",0.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"25,000.00",250.00,PACIFICO
BAJA CALIFORNIA,0210,VILLA DE JESUS MARIA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,"2,520.00","2,520.00",31.00,"78,120.00",PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"40,000.00",400.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"20,000.00",200.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.02,0.02,"32,000.00",640.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.02,0.02,"10,000.00",200.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"50,000.00",500.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.02,0.02,"30,000.00",600.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"60,000.00",600.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"140,000.00","1,400.00",PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.00,0.00,"180,000.00",0.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"30,000.00",300.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"35,000.00",350.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.00,0.00,"140,000.00",0.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.02,0.02,"13,333.00",266.66,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"90,000.00",900.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"96,000.00",960.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.00,0.00,"150,000.00",0.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.00,0.00,"120,000.00",0.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"80,000.00",800.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.00,0.00,"40,000.00",0.00,PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,190.00,190.00,25.00,"4,750.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,430.00,430.00,23.00,"9,890.00",PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"100,000.00","1,000.00",PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"91,667.00",916.67,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.00,0.00,"125,000.00",0.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"50,000.00",500.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"60,000.00",600.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.00,0.00,"50,000.00",0.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.02,0.02,"48,000.00",960.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"96,000.00",960.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"131,250.00","1,312.50",PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.00,0.00,"83,333.00",0.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"20,833.00",208.33,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"30,000.00",300.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"26,667.00",266.67,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"36,000.00",360.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"140,000.00","1,400.00",PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"120,000.00","1,200.00",PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.00,0.00,"120,000.00",0.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.00,0.00,"140,000.00",0.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"50,000.00",500.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.00,0.00,"240,000.00",0.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"60,000.00",600.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.02,0.02,"40,000.00",800.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"40,000.00",400.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.02,0.02,"20,000.00",400.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.00,0.00,"135,000.00",0.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.00,0.00,"106,667.00",0.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.02,0.02,"10,000.00",200.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"144,000.00","1,440.00",PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"40,000.00",400.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"60,000.00",600.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"83,333.00",833.33,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"62,500.00",625.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"72,000.00",720.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"87,500.00",875.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,2/1/12,FEBRERO,2012,2/1/12,2/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.00,0.00,"125,000.00",0.00,PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,2/1/13,FEBRERO,2013,2/1/13,2/1/13,ALMEJA,0323238V,ALMEJA MANILA DE CULTIVO VIVA,16.00,16.00,60.00,960.00,PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,2/1/13,MARZO,2013,2/1/13,2/1/13,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,100.00,100.00,17.00,"1,700.00",PACIFICO
BAJA CALIFORNIA,0210,VILLA DE JESUS MARIA,COSECHA,2/1/13,ENERO,2013,2/1/13,2/1/13,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,"2,500.00","2,500.00",25.00,"62,500.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,2/1/13,ENERO,2013,2/1/13,2/1/13,ATUN,0581430H,ATUN ALETA AZUL DE CULTIVO ENT. FCO.,"8,648.90","8,648.90",120.00,"1,037,868.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,2/1/13,FEBRERO,2013,2/1/13,2/1/13,CORVINA,2851633H,CORVINA ROJA DE CULTIVO DESV. FCA.,549.22,604.14,101.67,"55,839.20",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,2/1/13,FEBRERO,2013,2/1/13,2/1/13,CORVINA,2851435H,CORVINA ROJA DE CULTIVO ENT. FCA.,131.79,131.79,95.32,"12,562.22",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,2/1/13,FEBRERO,2013,2/1/13,2/1/13,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,"1,174.00","1,174.00",25.00,"29,350.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,2/1/13,FEBRERO,2013,2/1/13,2/1/13,OSTION,5571435H,OSTION DE CULTIVO ENT. FCO.,83.00,83.00,55.00,"4,565.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,2/1/13,FEBRERO,2013,2/1/13,2/1/13,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,"2,760.00","2,760.00",14.66,"40,461.60",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,2/1/13,FEBRERO,2013,2/1/13,2/1/13,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,"1,145.00","1,145.00",17.00,"19,465.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,2/1/14,FEBRERO,2014,2/1/14,2/1/14,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,"1,100.00","1,100.00",12.00,"13,200.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,2/1/14,FEBRERO,2014,2/1/14,2/1/14,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,"7,570.00","8,327.00",100.00,"757,000.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,2/1/14,FEBRERO,2014,2/1/14,2/1/14,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,"40,163.00","44,179.30",100.00,"4,016,300.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,2/1/14,FEBRERO,2014,2/1/14,2/1/14,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,650.00,650.00,23.00,"14,950.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,2/1/15,FEBRERO,2015,2/1/15,2/1/15,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,"14,145.00","15,559.50",80.00,"1,131,600.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,2/1/16,FEBRERO,2016,2/1/16,2/1/16,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,"18,366.00","18,366.00",28.00,"514,248.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,2/1/16,FEBRERO,2016,2/1/16,2/1/16,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,"3,021.00","3,021.00",17.00,"51,357.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,2/1/16,FEBRERO,2016,2/1/16,2/1/16,ALMEJA,0323238V,ALMEJA MANILA DE CULTIVO VIVA,4.00,4.00,60.00,240.00,PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,2/1/17,FEBRERO,2017,2/1/17,2/1/17,LOBINA,4221438H,LOBINA O ROBALO RAYADO DE CULTIVO ENT. FCO.,"5,434.00","5,434.00",243.00,"1,320,462.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,2/1/17,FEBRERO,2017,2/1/17,2/1/17,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,373.00,373.00,40.00,"14,920.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,2/1/17,FEBRERO,2017,2/1/17,2/1/17,OSTION,5571435H,OSTION DE CULTIVO ENT. FCO.,160.00,160.00,45.00,"7,200.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,2/1/17,FEBRERO,2017,2/1/17,2/1/17,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,"1,480.00","1,480.00",10.00,"14,800.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,2/1/17,FEBRERO,2017,2/1/17,2/1/17,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,"1,880.00","1,880.00",10.00,"18,800.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,3/1/11,ABRIL,2012,3/1/11,3/1/11,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,"2,960.00","2,960.00",25.00,"74,000.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,3/1/12,FEBRERO,2012,3/1/12,3/1/12,ATUN,0581430H,ATUN ALETA AZUL DE CULTIVO ENT. FCO.,"6,778.80","6,778.80",90.00,"610,092.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,3/1/12,MARZO,2012,3/1/12,3/1/12,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,30.00,30.00,25.00,750.00,PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,3/1/12,MARZO,2012,3/1/12,3/1/12,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,300.00,300.00,23.00,"6,900.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,3/1/12,MARZO,2012,3/1/12,3/1/12,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,465.00,465.00,23.00,"10,695.00",PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,3/1/12,MARZO,2012,3/1/12,3/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.00,0.00,"240,000.00",0.00,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,3/1/12,MARZO,2012,3/1/12,3/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"20,833.00",208.33,PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,3/1/12,MARZO,2012,3/1/12,3/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"140,000.00","1,400.00",PACIFICO
BAJA CALIFORNIA,0208,TIJUANA,COSECHA,3/1/12,MARZO,2012,3/1/12,3/1/12,OTRAS,9821432H,PLANTAS ACUATICAS DE CULTIVO ENT. FCA.,0.01,0.01,"131,250.00","1,312.50",PACIFICO
