NOMBRE_ESTADO,CLAVE_OFICINA,NOMBRE_OFICINA,TIPO_AVISO,FECHA_AVISO,MES_CORTE,ANO_CORTE,PERIODO_INICIO,PERIODO_FIN,NOMBRE_PRINCIPAL,CLAVE_ESPECIE,NOMBRE_ESPECIE,PESO_DESEMBARCADO,PESO_VIVO,PRECIO,VALOR,LITORAL
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,5/4/15,MAYO,2015,5/4/15,5/4/15,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,156.00,156.00,23.00,"3,588.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,5/4/15,MAYO,2015,5/4/15,5/4/15,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,"10,654.00","11,719.40",100.00,"1,065,400.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,5/4/15,MAYO,2015,5/4/15,5/4/15,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,24.00,26.40,100.00,"2,400.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,5/4/15,MAYO,2015,5/4/15,5/4/15,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,"11,193.00","12,312.30",120.00,"1,343,160.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,5/4/16,MAYO,2016,5/4/16,5/4/16,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,155.00,155.00,40.00,"6,200.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,5/4/16,MAYO,2016,5/4/16,5/4/16,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,465.00,465.00,40.00,"18,600.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,5/4/16,MAYO,2016,5/4/16,5/4/16,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,"3,000.00","3,000.00",45.00,"135,000.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,5/4/16,MAYO,2016,5/4/16,5/4/16,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,206.00,206.00,45.00,"9,270.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,5/4/17,MAYO,2017,5/4/17,5/4/17,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,195.00,195.00,40.00,"7,800.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,5/4/17,MAYO,2017,5/4/17,5/4/17,LOBINA,4221438H,LOBINA O ROBALO RAYADO DE CULTIVO ENT. FCO.,"5,616.00","5,616.00",270.00,"1,516,320.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,5/4/17,MAYO,2017,5/4/17,5/4/17,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,"2,100.00","2,100.00",15.00,"31,500.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,5/4/17,MAYO,2017,5/4/17,5/4/17,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,"6,800.00","6,800.00",15.00,"102,000.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,5/4/17,MAYO,2017,5/4/17,5/4/17,ALMEJA,0323238V,ALMEJA MANILA DE CULTIVO VIVA,4.00,4.00,60.00,240.00,PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,5/4/17,MAYO,2017,5/4/17,5/4/17,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,"3,885.00","3,885.00",20.00,"77,700.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,5/4/17,MAYO,2017,5/4/17,5/4/17,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,510.00,510.00,13.33,"6,798.30",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,6/4/12,JUNIO,2012,6/4/12,6/4/12,ATUN,0581430H,ATUN ALETA AZUL DE CULTIVO ENT. FCO.,134.70,134.70,100.00,"13,470.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,6/4/12,JUNIO,2012,6/4/12,6/4/12,ALMEJA,0323238V,ALMEJA MANILA DE CULTIVO VIVA,25.00,25.00,60.00,"1,500.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,6/4/12,JUNIO,2012,6/4/12,6/4/12,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,"1,448.37","1,448.37",17.84,"25,838.92",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,6/4/12,JUNIO,2012,6/4/12,6/4/12,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,"1,050.00","1,050.00",13.00,"13,650.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,6/4/13,JUNIO,2013,6/4/13,6/4/13,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,300.00,300.00,23.00,"6,900.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,6/4/13,JUNIO,2013,6/4/13,6/4/13,ABULON,0073239V,ABULON ROJO DE CULTIVO VIVO,700.00,700.00,200.00,"140,000.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,6/4/13,JUNIO,2013,6/4/13,6/4/13,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,"1,575.00","1,575.00",23.00,"36,225.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,6/4/13,JUNIO,2013,6/4/13,6/4/13,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,190.00,209.00,100.00,"19,000.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,6/4/13,JUNIO,2013,6/4/13,6/4/13,ALMEJA,0273235V,ALMEJA ARENERA DE CULTIVO VIVA,10.00,10.00,20.00,200.00,PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,6/4/13,JUNIO,2013,6/4/13,6/4/13,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,"6,425.00","6,425.00",19.00,"122,075.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,6/4/14,JUNIO,2014,6/4/14,6/4/14,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,175.00,175.00,23.00,"4,025.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,6/4/14,JUNIO,2014,6/4/14,6/4/14,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,310.00,310.00,23.00,"7,130.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,6/4/15,JUNIO,2015,6/4/15,6/4/15,OSTION,5571435H,OSTION DE CULTIVO ENT. FCO.,243.00,243.00,65.00,"15,795.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,6/4/15,JUNIO,2015,6/4/15,6/4/15,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,188.00,188.00,23.00,"4,324.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,6/4/15,JUNIO,2015,6/4/15,6/4/15,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,"3,368.00","3,704.80",100.00,"336,800.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,6/4/15,JUNIO,2015,6/4/15,6/4/15,ALMEJA,0323238V,ALMEJA MANILA DE CULTIVO VIVA,453.00,453.00,60.00,"27,180.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,6/4/15,JUNIO,2015,6/4/15,6/4/15,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,700.00,700.00,13.13,"9,191.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,6/4/15,JUNIO,2015,6/4/15,6/4/15,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,"2,055.00","2,055.00",31.00,"63,705.00",PACIFICO
BAJA CALIFORNIA,0210,VILLA DE JESUS MARIA,COSECHA,6/4/15,JUNIO,2015,6/4/15,6/4/15,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,"3,000.00","3,000.00",31.00,"93,000.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,6/4/15,JUNIO,2015,6/4/15,6/4/15,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,"6,123.00","6,735.30",100.00,"612,300.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,6/4/15,JUNIO,2015,6/4/15,6/4/15,LOBINA,4201638H,LOBINA NEGRA DE CULTIVO DESV. FCA.,391.00,430.10,203.35,"79,509.85",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,6/4/15,JUNIO,2015,6/4/15,6/4/15,CORVINA,2851633H,CORVINA ROJA DE CULTIVO DESV. FCA.,"1,883.00","2,071.30",170.60,"321,239.80",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,6/4/15,JUNIO,2015,6/4/15,6/4/15,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,161.00,161.00,23.00,"3,703.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,6/4/16,JUNIO,2016,6/4/16,6/4/16,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,160.00,160.00,40.00,"6,400.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,6/4/16,JUNIO,2016,6/4/16,6/4/16,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,155.00,155.00,45.00,"6,975.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,6/4/16,JUNIO,2016,6/4/16,6/4/16,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,428.00,428.00,40.00,"17,120.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/5/12,ENERO,2012,1/5/12,1/5/12,ABULON,0073239V,ABULON ROJO DE CULTIVO VIVO,700.00,700.00,200.00,"140,000.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,1/5/12,ENERO,2012,1/5/12,1/5/12,OSTION,5571435H,OSTION DE CULTIVO ENT. FCO.,650.00,650.00,13.00,"8,450.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/5/13,ENERO,2013,1/5/13,1/5/13,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,"7,090.00","7,090.00",23.00,"163,070.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/5/13,ENERO,2013,1/5/13,1/5/13,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,500.00,500.00,23.00,"11,500.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/5/14,ENERO,2014,1/5/14,1/5/14,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,"40,275.00","44,302.50",100.00,"4,027,500.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/5/14,ENERO,2014,1/5/14,1/5/14,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,"25,729.00","28,301.90",100.00,"2,572,900.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/5/14,ENERO,2014,1/5/14,1/5/14,ATUN,0580937H,ATUN ALETA AZUL DE CULTIVO DESV. DSC. FCO.,"10,517.00","12,620.40",90.00,"946,530.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/5/14,ENERO,2014,1/5/14,1/5/14,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,"1,239.00","1,362.90",120.00,"148,680.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/5/14,ENERO,2014,1/5/14,1/5/14,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,"7,792.00","8,571.20",120.00,"935,040.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/5/15,ENERO,2015,1/5/15,1/5/15,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,"33,202.00","36,522.20",100.00,"3,320,200.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,1/5/15,ENERO,2015,1/5/15,1/5/15,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,758.00,758.00,25.00,"18,950.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,1/5/15,ENERO,2015,1/5/15,1/5/15,ALMEJA,0323238V,ALMEJA MANILA DE CULTIVO VIVA,40.00,40.00,40.00,"1,600.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/5/15,ENERO,2015,1/5/15,1/5/15,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,330.00,330.00,23.00,"7,590.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/5/15,ENERO,2015,1/5/15,1/5/15,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,"15,647.00","17,211.70",80.00,"1,251,760.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,1/5/15,ENERO,2015,1/5/15,1/5/15,OSTION,5571435H,OSTION DE CULTIVO ENT. FCO.,60.00,60.00,35.00,"2,100.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/5/15,ENERO,2015,1/5/15,1/5/15,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,"1,174.00","1,174.00",23.00,"27,002.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/5/15,ENERO,2015,1/5/15,1/5/15,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,"5,424.00","5,966.40",120.00,"650,880.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/5/16,ENERO,2016,1/5/16,1/5/16,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,"30,453.10","33,498.41",100.00,"3,045,310.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/5/16,ENERO,2016,1/5/16,1/5/16,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,"14,987.70","16,486.47",70.00,"1,049,139.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/5/16,ENERO,2016,1/5/16,1/5/16,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,"3,681.00","4,049.10",170.00,"625,770.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/5/16,ENERO,2016,1/5/16,1/5/16,CORVINA,2781631H,CORVINA BLANCA DE CULTIVO DESV. FCA.,"4,063.56","4,469.92",103.49,"420,537.82",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/5/16,ENERO,2016,1/5/16,1/5/16,OTRAS,9991639H,OTRAS ESPECIES DE CULTIVO DESV. FCO.,151.23,166.35,172.49,"26,085.66",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/5/16,ENERO,2016,1/5/16,1/5/16,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,"30,045.10","33,049.61",100.00,"3,004,510.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/5/16,ENERO,2016,1/5/16,1/5/16,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,720.00,720.00,40.00,"28,800.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/5/16,ENERO,2016,1/5/16,1/5/16,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,"2,338.40","2,572.24",170.00,"397,528.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/5/17,ENERO,2017,1/5/17,1/5/17,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,210.00,210.00,40.00,"8,400.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/5/17,ENERO,2017,1/5/17,1/5/17,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,"3,455.00","3,455.00",18.50,"63,917.50",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/5/17,ENERO,2017,1/5/17,1/5/17,ALMEJA,0323238V,ALMEJA MANILA DE CULTIVO VIVA,4.00,4.00,60.00,240.00,PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,1/5/17,ENERO,2017,1/5/17,1/5/17,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,682.00,682.00,13.13,"8,954.66",PACIFICO
BAJA CALIFORNIA,0210,VILLA DE JESUS MARIA,COSECHA,2/5/13,FEBRERO,2013,2/5/13,2/5/13,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,"4,192.00","4,192.00",22.00,"92,224.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,2/5/13,FEBRERO,2013,2/5/13,2/5/13,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,457.00,457.00,23.00,"10,511.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,2/5/13,FEBRERO,2013,2/5/13,2/5/13,ABULON,0073239V,ABULON ROJO DE CULTIVO VIVO,700.00,700.00,200.00,"140,000.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,2/5/13,FEBRERO,2013,2/5/13,2/5/13,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,441.00,441.00,23.00,"10,143.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,2/5/13,FEBRERO,2013,2/5/13,2/5/13,ATUN,0581430H,ATUN ALETA AZUL DE CULTIVO ENT. FCO.,"6,485.10","6,485.10",90.00,"583,659.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,2/5/13,FEBRERO,2013,2/5/13,2/5/13,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,"1,220.00","1,220.00",17.50,"21,350.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,2/5/13,FEBRERO,2013,2/5/13,2/5/13,ALMEJA,0323238V,ALMEJA MANILA DE CULTIVO VIVA,15.00,15.00,60.00,900.00,PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,2/5/13,FEBRERO,2013,2/5/13,2/5/13,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,"6,960.00","6,960.00",19.00,"132,240.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,2/5/13,FEBRERO,2013,2/5/13,2/5/13,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,"20,000.00","20,000.00",35.00,"700,000.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,2/5/13,FEBRERO,2013,2/5/13,2/5/13,ALMEJA,0273235V,ALMEJA ARENERA DE CULTIVO VIVA,10.00,10.00,20.00,200.00,PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,2/5/14,FEBRERO,2014,2/5/14,2/5/14,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,300.00,300.00,23.00,"6,900.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,2/5/14,FEBRERO,2014,2/5/14,2/5/14,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,130.00,130.00,23.00,"2,990.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,2/5/15,FEBRERO,2015,2/5/15,2/5/15,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,59.00,64.90,100.00,"5,900.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,2/5/15,FEBRERO,2015,2/5/15,2/5/15,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,37.00,40.70,100.00,"3,700.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,2/5/15,FEBRERO,2015,2/5/15,2/5/15,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,380.00,380.00,23.00,"8,740.00",PACIFICO
BAJA CALIFORNIA,0210,VILLA DE JESUS MARIA,COSECHA,2/5/15,FEBRERO,2015,2/5/15,2/5/15,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,"2,000.00","2,000.00",31.00,"62,000.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,2/5/15,FEBRERO,2015,2/5/15,2/5/15,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,"1,614.00","1,775.40",100.00,"161,400.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,2/5/15,FEBRERO,2015,2/5/15,2/5/15,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,"2,639.00","2,902.90",100.00,"263,900.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,2/5/15,FEBRERO,2015,2/5/15,2/5/15,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,"6,530.00","6,530.00",23.00,"150,190.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,2/5/15,FEBRERO,2015,2/5/15,2/5/15,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,528.00,528.00,31.00,"16,368.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,2/5/15,FEBRERO,2015,2/5/15,2/5/15,ALMEJA,0323238V,ALMEJA MANILA DE CULTIVO VIVA,860.00,860.00,60.00,"51,600.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,2/5/15,FEBRERO,2015,2/5/15,2/5/15,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,"18,157.00","19,972.70",80.00,"1,452,560.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,2/5/16,FEBRERO,2016,2/5/16,2/5/16,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,198.00,198.00,40.00,"7,920.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,2/5/16,FEBRERO,2016,2/5/16,2/5/16,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,"17,143.10","18,857.41",100.00,"1,714,310.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,2/5/16,FEBRERO,2016,2/5/16,2/5/16,ATUN,0581638H,ATUN ALETA AZUL DE CULTIVO DESV. FCO.,73.40,80.74,100.00,"7,340.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,3/5/12,MARZO,2012,3/5/12,3/5/12,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,854.00,854.00,25.00,"21,350.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,3/5/12,MARZO,2012,3/5/12,3/5/12,OSTION,5571435H,OSTION DE CULTIVO ENT. FCO.,376.00,376.00,35.00,"13,160.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,3/5/12,MARZO,2012,3/5/12,3/5/12,ALMEJA,0273235V,ALMEJA ARENERA DE CULTIVO VIVA,10.00,10.00,20.00,200.00,PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,3/5/12,MARZO,2012,3/5/12,3/5/12,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,"2,625.00","2,625.00",23.00,"60,375.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,3/5/12,MARZO,2012,3/5/12,3/5/12,ATUN,0581430H,ATUN ALETA AZUL DE CULTIVO ENT. FCO.,"8,454.80","8,454.80",90.00,"760,932.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,3/5/12,MARZO,2012,3/5/12,3/5/12,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,"6,737.00","6,737.00",19.00,"128,003.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,3/5/12,MARZO,2012,3/5/12,3/5/12,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,220.00,220.00,23.00,"5,060.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,3/5/12,MARZO,2012,3/5/12,3/5/12,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,"8,000.00","8,000.00",23.00,"184,000.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,3/5/12,MARZO,2012,3/5/12,3/5/12,ALMEJA,0323238V,ALMEJA MANILA DE CULTIVO VIVA,575.00,575.00,40.00,"23,000.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,3/5/13,MARZO,2013,3/5/13,3/5/13,ATUN,0581430H,ATUN ALETA AZUL DE CULTIVO ENT. FCO.,"3,956.90","3,956.90",90.00,"356,121.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,3/5/13,MARZO,2013,3/5/13,3/5/13,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,200.00,200.00,37.50,"7,500.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,3/5/13,MARZO,2013,3/5/13,3/5/13,ABULON,0073239V,ABULON ROJO DE CULTIVO VIVO,700.00,700.00,200.00,"140,000.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,3/5/13,MARZO,2013,3/5/13,3/5/13,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,"1,123.00","1,123.00",23.00,"25,829.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,3/5/13,MARZO,2013,3/5/13,3/5/13,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,"1,123.00","1,123.00",23.00,"25,829.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,3/5/13,MARZO,2013,3/5/13,3/5/13,ATUN,0581430H,ATUN ALETA AZUL DE CULTIVO ENT. FCO.,"19,173.60","19,173.60",90.00,"1,725,624.00",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,3/5/13,MARZO,2013,3/5/13,3/5/13,ALMEJA,0273235V,ALMEJA ARENERA DE CULTIVO VIVA,10.00,10.00,20.00,200.00,PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,3/5/13,MARZO,2013,3/5/13,3/5/13,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,"1,395.00","1,395.00",17.50,"24,412.50",PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,3/5/13,MARZO,2013,3/5/13,3/5/13,ALMEJA,0323238V,ALMEJA MANILA DE CULTIVO VIVA,8.00,8.00,60.00,480.00,PACIFICO
BAJA CALIFORNIA,0209,SAN QUINTIN,COSECHA,3/5/13,MARZO,2013,3/5/13,3/5/13,OSTION,5611439H,OSTION JAPONES DE CULTIVO ENT. FCO.,"8,694.00","8,694.00",19.00,"165,186.00",PACIFICO
BAJA CALIFORNIA,0203,ENSENADA,COSECHA,3/5/14,MARZO,2014,3/5/14,3/5/14,OTRAS,0433235V,MEJILLON DE CULTIVO VIVO,355.00,355.00,23.00,"8,165.00",PACIFICO
