Titulo,Especie,Fin,Data_Points,Key
Captura de,langosta,en Michoacan (1956-2008),27,Captura; Michoacan; CONAPESCA;INAPESCA; Kg; 
Captura de,lenguado,en Michoacan (1956-2008),12,Captura; Michoacan; CONAPESCA;INAPESCA; Kg; 
Captura de,lisa,en Michoacan (1956-2008),26,Captura; Michoacan; CONAPESCA;INAPESCA; Kg; 
Captura de,mero,en Michoacan (1956-2008),12,Captura; Michoacan; CONAPESCA;INAPESCA; Kg; 
Captura de,mojarra,en Michoacan (1956-2008),34,Captura; Michoacan; CONAPESCA;INAPESCA; Kg; 
Captura de,ostion,en Michoacan (1956-2008),35,Captura; Michoacan; CONAPESCA;INAPESCA; Kg; 
Captura de,"otras (pec,mol,crust)",en Michoacan (1956-2008),43,Captura; Michoacan; CONAPESCA;INAPESCA; Kg; 
Captura de,otros crustaceos,en Michoacan (1956-2008),1,Captura; Michoacan; CONAPESCA;INAPESCA; Kg; 
Captura de,otros moluscos,en Michoacan (1956-2008),11,Captura; Michoacan; CONAPESCA;INAPESCA; Kg; 
Captura de,otros peces,en Michoacan (1956-2008),12,Captura; Michoacan; CONAPESCA;INAPESCA; Kg; 
Captura de,pampano,en Michoacan (1956-2008),12,Captura; Michoacan; CONAPESCA;INAPESCA; Kg; 
Captura de,pargo,en Michoacan (1956-2008),37,Captura; Michoacan; CONAPESCA;INAPESCA; Kg; 
Captura de,pulpo,en Michoacan (1956-2008),22,Captura; Michoacan; CONAPESCA;INAPESCA; Kg; 
Captura de,rayas,en Michoacan (1956-2008),13,Captura; Michoacan; CONAPESCA;INAPESCA; Kg; 
Captura de,robalo,en Michoacan (1956-2008),29,Captura; Michoacan; CONAPESCA;INAPESCA; Kg; 
Captura de,ronco,en Michoacan (1956-2008),29,Captura; Michoacan; CONAPESCA;INAPESCA; Kg; 
Captura de,sardina,en Michoacan (1956-2008),7,Captura; Michoacan; CONAPESCA;INAPESCA; Kg; 
Captura de,sierra,en Michoacan (1956-2008),29,Captura; Michoacan; CONAPESCA;INAPESCA; Kg; 
Captura de,tiburon,en Michoacan (1956-2008),40,Captura; Michoacan; CONAPESCA;INAPESCA; Kg; 
Captura de,almeja,en Guerrero (1956-2008),42,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,anchoveta,en Guerrero (1956-2008),2,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,atun,en Guerrero (1956-2008),20,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,bagre,en Guerrero (1956-2008),19,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,bandera (cuatete),en Guerrero (1956-2008),26,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,baqueta,en Guerrero (1956-2008),2,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,barrilete,en Guerrero (1956-2008),20,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,berrugata,en Guerrero (1956-2008),32,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,bonito,en Guerrero (1956-2008),2,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,cabrilla,en Guerrero (1956-2008),12,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,calamar,en Guerrero (1956-2008),8,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,camaron,en Guerrero (1956-2008),51,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,caracol,en Guerrero (1956-2008),28,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,cazon,en Guerrero (1956-2008),44,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,cocinero,en Guerrero (1956-2008),10,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,conejo,en Guerrero (1956-2008),1,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,corvina,en Guerrero (1956-2008),29,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,chivato,en Guerrero (1956-2008),2,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,chopa,en Guerrero (1956-2008),2,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,huachinango,en Guerrero (1956-2008),52,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,jaiba,en Guerrero (1956-2008),33,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,jurel,en Guerrero (1956-2008),34,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,langosta,en Guerrero (1956-2008),41,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,lenguado,en Guerrero (1956-2008),12,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,lisa,en Guerrero (1956-2008),40,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,mero,en Guerrero (1956-2008),14,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,mojarra,en Guerrero (1956-2008),47,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,ostion,en Guerrero (1956-2008),45,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,"otras (pec,mol,crust)",en Guerrero (1956-2008),43,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,otros crustaceos,en Guerrero (1956-2008),3,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,otros moluscos,en Guerrero (1956-2008),6,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,otros peces,en Guerrero (1956-2008),16,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,pampano,en Guerrero (1956-2008),14,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,pargo,en Guerrero (1956-2008),52,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,"pesc seco,salpreso",en Guerrero (1956-2008),3,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,pulpo,en Guerrero (1956-2008),28,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,rayas,en Guerrero (1956-2008),14,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,robalo,en Guerrero (1956-2008),43,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,ronco,en Guerrero (1956-2008),32,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,rubia (villajaiba),en Guerrero (1956-2008),1,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,sardina,en Guerrero (1956-2008),2,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,sierra,en Guerrero (1956-2008),45,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,tiburon,en Guerrero (1956-2008),42,Captura; Guerrero; CONAPESCA;INAPESCA; Kg; 
Captura de,almeja,en Oaxaca (1956-2008),14,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,anchoveta,en Oaxaca (1956-2008),2,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,atun,en Oaxaca (1956-2008),23,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,bagre,en Oaxaca (1956-2008),29,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,bandera,en Oaxaca (1956-2008),24,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,baqueta,en Oaxaca (1956-2008),14,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,barrilete,en Oaxaca (1956-2008),42,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,berrugata,en Oaxaca (1956-2008),23,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,bonito,en Oaxaca (1956-2008),20,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,cabrilla,en Oaxaca (1956-2008),8,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,calamar,en Oaxaca (1956-2008),19,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,camaron,en Oaxaca (1956-2008),52,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,caracol,en Oaxaca (1956-2008),29,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,cazon,en Oaxaca (1956-2008),29,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,cocinero,en Oaxaca (1956-2008),7,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,corvina,en Oaxaca (1956-2008),52,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,esmedregal,en Oaxaca (1956-2008),14,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,huachinango,en Oaxaca (1956-2008),41,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,jaiba,en Oaxaca (1956-2008),22,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,jurel,en Oaxaca (1956-2008),31,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,langosta,en Oaxaca (1956-2008),28,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,lebrancha,en Oaxaca (1956-2008),8,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,lenguado,en Oaxaca (1956-2008),14,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,lisa,en Oaxaca (1956-2008),43,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,mero,en Oaxaca (1956-2008),17,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,mojarra,en Oaxaca (1956-2008),44,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,ostion,en Oaxaca (1956-2008),32,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,"otras (pec,mol,crust)",en Oaxaca (1956-2008),43,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,otros crustaceos,en Oaxaca (1956-2008),4,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,otros moluscos,en Oaxaca (1956-2008),5,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,otros peces,en Oaxaca (1956-2008),19,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,pampano,en Oaxaca (1956-2008),12,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,pargo,en Oaxaca (1956-2008),35,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,"pesc seco,salpreso",en Oaxaca (1956-2008),12,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,pierna,en Oaxaca (1956-2008),7,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,pulpo,en Oaxaca (1956-2008),25,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,rayas,en Oaxaca (1956-2008),12,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,robalo,en Oaxaca (1956-2008),36,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,ronco,en Oaxaca (1956-2008),30,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,sabalo,en Oaxaca (1956-2008),7,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,sardina,en Oaxaca (1956-2008),12,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,sierra,en Oaxaca (1956-2008),28,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,tiburon,en Oaxaca (1956-2008),40,Captura; Oaxaca; CONAPESCA;INAPESCA; Kg; 
Captura de,almeja,en Chiapas (1956-2008),9,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,anchoveta,en Chiapas (1956-2008),11,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,atun,en Chiapas (1956-2008),20,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,bagre,en Chiapas (1956-2008),44,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,bandera,en Chiapas (1956-2008),13,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,barrilete,en Chiapas (1956-2008),24,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,berrugata,en Chiapas (1956-2008),18,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,besugo,en Chiapas (1956-2008),16,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,calamar,en Chiapas (1956-2008),5,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,camaron,en Chiapas (1956-2008),52,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,caracol,en Chiapas (1956-2008),15,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,cazon,en Chiapas (1956-2008),25,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,corvina,en Chiapas (1956-2008),22,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,chucumite (robalo),en Chiapas (1956-2008),4,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,huachinango,en Chiapas (1956-2008),22,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,jaiba,en Chiapas (1956-2008),29,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,jurel,en Chiapas (1956-2008),30,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,lebrancha,en Chiapas (1956-2008),20,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,lenguado,en Chiapas (1956-2008),6,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,lisa,en Chiapas (1956-2008),45,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,macabi,en Chiapas (1956-2008),3,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,macarela,en Chiapas (1956-2008),1,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,manjua (anchoveta),en Chiapas (1956-2008),17,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,mero,en Chiapas (1956-2008),25,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,mojarra,en Chiapas (1956-2008),52,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,"otras (pec,mol,crust)",en Chiapas (1956-2008),43,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,otros crustaceos,en Chiapas (1956-2008),3,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,otros moluscos,en Chiapas (1956-2008),2,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,otros peces,en Chiapas (1956-2008),16,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,pampano,en Chiapas (1956-2008),3,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,pargo,en Chiapas (1956-2008),41,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,"pesc seco,salpreso",en Chiapas (1956-2008),12,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,pulpo,en Chiapas (1956-2008),3,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,rayas,en Chiapas (1956-2008),12,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,robalo,en Chiapas (1956-2008),52,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,ronco,en Chiapas (1956-2008),20,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,sabalo ,en Chiapas (1956-2008),8,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,sardina,en Chiapas (1956-2008),2,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,sierra,en Chiapas (1956-2008),28,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura de,tiburon,en Chiapas (1956-2008),40,Captura; Chiapas; CONAPESCA;INAPESCA; Kg; 
Captura Total,(pesca),en Baja California (1956-2008),53,
Captura Total,(pesca),en Baja California Sur (1956-2008),53,
Captura Total,(pesca),en Chiapas (1956-2008),53,
Captura Total,(pesca),en Guerrero (1956-2008),53,
Captura Total,(pesca),en Michoacan (1956-2008),53,
Captura Total,(pesca),en Oaxaca (1956-2008),53,
Captura Total,(pesca),en Colima (1956-2008),53,
Captura Total,(pesca),en Jalisco (1956-2008),53,
Captura Total,(pesca),en Sinaloa (1956-2008),53,
Captura Total,(pesca),en Sonora (1956-2008),53,
Captura Total,(pesca),en Nayarit (1956-2008),53,
,,,,
