"","V1","V1","V1"
"2755","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2756","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2757","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2758","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2759","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2760","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2761","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2762","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2763","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2764","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2765","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2766","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2767","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2768","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2769","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2770","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2771","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2772","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2773","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2774","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2775","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2776","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2777","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2778","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2779","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2780","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2781","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2782","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2783","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2784","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2785","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2786","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2787","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2788","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2789","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2790","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2791","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2792","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2793","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2794","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2795","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2796","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2797","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2798","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2799","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2800","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2801","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2802","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2803","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2804","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2805","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2806","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2807","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2808","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2809","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2810","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2811","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2812","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2813","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2814","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2815","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2816","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2817","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2818","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2819","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2820","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2821","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2822","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2823","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2824","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2825","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2826","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2827","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2828","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2829","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2830","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2831","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2832","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2833","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2834","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2835","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2836","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2837","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2838","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2839","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2840","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2841","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2842","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2843","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2844","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2845","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2846","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2847","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2848","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2849","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2850","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2851","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2852","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2853","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2854","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2855","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2856","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2857","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2858","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2859","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2860","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2861","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2862","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2863","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2864","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2865","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2866","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2867","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2868","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2869","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2870","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2871","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2872","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2873","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2874","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2875","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2876","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2877","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2878","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2879","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2880","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2881","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2882","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2883","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2884","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2885","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2886","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2887","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2888","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2889","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2890","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2891","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2892","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2893","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2894","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2895","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2896","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2897","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2898","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2899","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2900","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2901","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2902","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2903","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2904","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2905","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2906","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2907","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2908","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2909","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2910","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2911","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2912","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2913","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2914","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2915","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2916","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2917","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2918","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2919","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2920","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2921","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2922","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2923","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2924","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2925","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2926","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2927","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2928","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2929","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2930","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2931","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2932","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2933","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2934","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2935","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2936","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2937","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2938","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2939","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2940","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2941","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2942","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2943","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2944","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2945","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2946","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2947","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2948","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2949","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2950","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2951","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2952","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2953","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2954","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2955","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2956","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2957","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2958","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2959","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2960","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2961","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2962","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2963","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2964","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2965","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2966","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2967","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2968","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2969","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2970","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2971","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2972","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2973","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2974","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2975","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2976","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2977","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2978","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2979","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2980","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2981","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2982","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2983","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2984","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2985","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2986","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2987","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2988","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2989","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2990","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2991","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2992","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2993","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2994","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2995","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2996","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2997","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2998","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"2999","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3000","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3001","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3002","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3003","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3004","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3005","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3006","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3007","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3008","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3009","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3010","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3011","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3012","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3013","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3014","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3015","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3016","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3017","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3018","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3019","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3020","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3021","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3022","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3023","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3024","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3025","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3026","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3027","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3028","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3029","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3030","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3031","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3032","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3033","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3034","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3035","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3036","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3037","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3038","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3039","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3040","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3041","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3042","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3043","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3044","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3045","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3046","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3047","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3048","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3049","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3050","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3051","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3052","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3053","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3054","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3055","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3056","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3057","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3058","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3059","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3060","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3061","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3062","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3063","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3064","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3065","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3066","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3067","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3068","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3069","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3070","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3071","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3072","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3073","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3074","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3075","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3076","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3077","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3078","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3079","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3080","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3081","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3082","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3083","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3084","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3085","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3086","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3087","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3088","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3089","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3090","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3091","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3092","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3093","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3094","Hidalgo","Freshwater/Terrestrial","Freshwater/Terrestrial"
"3095","Jalisco","Central Pacific","Pacific"
"3096","Jalisco","Central Pacific","Pacific"
"3097","Jalisco","Central Pacific","Pacific"
"3098","Jalisco","Central Pacific","Pacific"
"3099","Jalisco","Central Pacific","Pacific"
"3100","Jalisco","Central Pacific","Pacific"
"3101","Jalisco","Central Pacific","Pacific"
"3102","Jalisco","Central Pacific","Pacific"
"3103","Jalisco","Central Pacific","Pacific"
"3104","Jalisco","Central Pacific","Pacific"
"3105","Jalisco","Central Pacific","Pacific"
"3106","Jalisco","Central Pacific","Pacific"
"3107","Jalisco","Central Pacific","Pacific"
"3108","Jalisco","Central Pacific","Pacific"
"3109","Jalisco","Central Pacific","Pacific"
"3110","Jalisco","Central Pacific","Pacific"
"3111","Jalisco","Central Pacific","Pacific"
"3112","Jalisco","Central Pacific","Pacific"
"3113","Jalisco","Central Pacific","Pacific"
"3114","Jalisco","Central Pacific","Pacific"
"3115","Jalisco","Central Pacific","Pacific"
"3116","Jalisco","Central Pacific","Pacific"
"3117","Jalisco","Central Pacific","Pacific"
"3118","Jalisco","Central Pacific","Pacific"
"3119","Jalisco","Central Pacific","Pacific"
"3120","Jalisco","Central Pacific","Pacific"
"3121","Jalisco","Central Pacific","Pacific"
"3122","Jalisco","Central Pacific","Pacific"
"3123","Jalisco","Central Pacific","Pacific"
"3124","Jalisco","Central Pacific","Pacific"
"3125","Jalisco","Central Pacific","Pacific"
"3126","Jalisco","Central Pacific","Pacific"
"3127","Jalisco","Central Pacific","Pacific"
"3128","Jalisco","Central Pacific","Pacific"
"3129","Jalisco","Central Pacific","Pacific"
"3130","Jalisco","Central Pacific","Pacific"
"3131","Jalisco","Central Pacific","Pacific"
"3132","Jalisco","Central Pacific","Pacific"
"3133","Jalisco","Central Pacific","Pacific"
"3134","Jalisco","Central Pacific","Pacific"
"3135","Jalisco","Central Pacific","Pacific"
"3136","Jalisco","Central Pacific","Pacific"
"3137","Jalisco","Central Pacific","Pacific"
"3138","Jalisco","Central Pacific","Pacific"
"3139","Jalisco","Central Pacific","Pacific"
"3140","Jalisco","Central Pacific","Pacific"
