"","State/Province","Scientific name","County","Inicio","Fin","Titulo","Key","State"
"288","","Dinocardium robustum","",NA,NA,"Especimen preservado de Dinocardium robustum en ","Moluscos; Malacologia; Presencia; ",""
"289","Tamaulipas","Dinocardium robustum","Tampico","1905","1905","Especimen preservado de Dinocardium robustum en Tamaulipas","Moluscos; Malacologia; Presencia; Tampico","Tampico"
"290","Veracruz de Ignacio de la Llave","Dinocardium robustum","Alvarado","1934","1934","Especimen preservado de Dinocardium robustum en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Alvarado","Alvarado"
"291","Veracruz de Ignacio de la Llave","Dinocardium robustum","Tuxpan","1946","1946","Especimen preservado de Dinocardium robustum en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Tuxpan","Tuxpan"
"292","Veracruz de Ignacio de la Llave","Dinocardium robustum","Veracruz",NA,NA,"Especimen preservado de Dinocardium robustum en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Veracruz","Veracruz"
"293","Yucatán","Dinocardium robustum","Progreso",NA,NA,"Especimen preservado de Dinocardium robustum en Yucatán","Moluscos; Malacologia; Presencia; Progreso","Progreso"
"294","Campeche","Dinocardium robustum vanhyningi","Campeche",NA,NA,"Especimen preservado de Dinocardium robustum vanhyningi en Campeche","Moluscos; Malacologia; Presencia; Campeche","Campeche"
"295","Campeche","Dinocardium robustum vanhyningi","Isla Aguada","1946","1946","Especimen preservado de Dinocardium robustum vanhyningi en Campeche","Moluscos; Malacologia; Presencia; Isla Aguada","Isla Aguada"
"296","Campeche","Dinocardium robustum vanhyningi","Isla Del Carmen","1948","1948","Especimen preservado de Dinocardium robustum vanhyningi en Campeche","Moluscos; Malacologia; Presencia; Isla Del Carmen","Isla Del Carmen"
"297","Veracruz de Ignacio de la Llave","Dinocardium robustum vanhyningi","Veracruz",NA,NA,"Especimen preservado de Dinocardium robustum vanhyningi en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Veracruz","Veracruz"
"298","Guerrero","Diplodonta impolita","Acapulco","1905","1905","Especimen preservado de Diplodonta impolita en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"299","Sonora","Diplodonta inezensis","Guaymas",NA,NA,"Especimen preservado de Diplodonta inezensis en Sonora","Moluscos; Malacologia; Presencia; Guaymas","Guaymas"
"300","Guerrero","Diplodonta orbella","Acapulco","1905","1905","Especimen preservado de Diplodonta orbella en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"301","Guerrero","Diplodonta sericata","Acapulco",NA,NA,"Especimen preservado de Diplodonta sericata en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"302","Oaxaca","Diplodonta sericata","Salina Cruz",NA,NA,"Especimen preservado de Diplodonta sericata en Oaxaca","Moluscos; Malacologia; Presencia; Salina Cruz","Salina Cruz"
"303","Sonora","Diplodonta subquadrata","Guaymas",NA,NA,"Especimen preservado de Diplodonta subquadrata en Sonora","Moluscos; Malacologia; Presencia; Guaymas","Guaymas"
"304","Guerrero","Divalinga (Divalinga) eburnea","Acapulco",NA,NA,"Especimen preservado de Divalinga (Divalinga) eburnea en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"305","Sonora","Divalinga (Divalinga) eburnea","Guaymas",NA,NA,"Especimen preservado de Divalinga (Divalinga) eburnea en Sonora","Moluscos; Malacologia; Presencia; Guaymas","Guaymas"
"306","Guerrero","Divalinga (Viaderella) perparvula","Acapulco","1905","1905","Especimen preservado de Divalinga (Viaderella) perparvula en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"307","","Divalinga quadrisulcata","",NA,NA,"Especimen preservado de Divalinga quadrisulcata en ","Moluscos; Malacologia; Presencia; ",""
"308","Quintana Roo","Divalinga quadrisulcata","",NA,NA,"Especimen preservado de Divalinga quadrisulcata en Quintana Roo","Moluscos; Malacologia; Presencia; ",""
"309","Veracruz de Ignacio de la Llave","Divalinga quadrisulcata","Veracruz","1905","1905","Especimen preservado de Divalinga quadrisulcata en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Veracruz","Veracruz"
"310","Guerrero","Donax (Amphichaena) kindermanni","Acapulco",NA,NA,"Especimen preservado de Donax (Amphichaena) kindermanni en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"311","Colima","Donax (Chion) culter","Manzanillo",NA,NA,"Especimen preservado de Donax (Chion) culter en Colima","Moluscos; Malacologia; Presencia; Manzanillo","Manzanillo"
"312","Guerrero","Donax (Chion) culter","Acapulco",NA,NA,"Especimen preservado de Donax (Chion) culter en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"313","Nayarit","Donax (Chion) culter","San Blas","1951","1951","Especimen preservado de Donax (Chion) culter en Nayarit","Moluscos; Malacologia; Presencia; San Blas","San Blas"
"314","Campeche","Donax (Chion) denticulata","Isla Del Carmen","1905","1905","Especimen preservado de Donax (Chion) denticulata en Campeche","Moluscos; Malacologia; Presencia; Isla Del Carmen","Isla Del Carmen"
"315","Veracruz de Ignacio de la Llave","Donax (Chion) denticulata","Veracruz",NA,NA,"Especimen preservado de Donax (Chion) denticulata en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Veracruz","Veracruz"
"316","Guerrero","Donax (Chion) punctostriatus","Acapulco",NA,NA,"Especimen preservado de Donax (Chion) punctostriatus en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"317","Guerrero","Donax (Chion) punctostriatus","Zihuatanejo",NA,NA,"Especimen preservado de Donax (Chion) punctostriatus en Guerrero","Moluscos; Malacologia; Presencia; Zihuatanejo","Zihuatanejo"
"318","Sinaloa","Donax (Chion) punctostriatus","Mazatlán",NA,NA,"Especimen preservado de Donax (Chion) punctostriatus en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"319","Guerrero","Donax (Donax) assimilis","Acapulco","1905","1905","Especimen preservado de Donax (Donax) assimilis en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"320","Guerrero","Donax (Machaerodonax) carinatus","Acapulco",NA,NA,"Especimen preservado de Donax (Machaerodonax) carinatus en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"321","Guerrero","Donax (Machaerodonax) carinatus","Zihuatanejo",NA,NA,"Especimen preservado de Donax (Machaerodonax) carinatus en Guerrero","Moluscos; Malacologia; Presencia; Zihuatanejo","Zihuatanejo"
"322","Oaxaca","Donax (Machaerodonax) carinatus","Salina Cruz","1961","1961","Especimen preservado de Donax (Machaerodonax) carinatus en Oaxaca","Moluscos; Malacologia; Presencia; Salina Cruz","Salina Cruz"
"323","Sinaloa","Donax (Machaerodonax) carinatus","Mazatlán","1905","1905","Especimen preservado de Donax (Machaerodonax) carinatus en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"324","Guerrero","Donax (Machaerodonax) transversus","Acapulco","1905","1905","Especimen preservado de Donax (Machaerodonax) transversus en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"325","Sinaloa","Donax (Machaerodonax) transversus","Mazatlán","1905","1905","Especimen preservado de Donax (Machaerodonax) transversus en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"326","Colima","Donax (Paradonax) gracilis","Manzanillo",NA,NA,"Especimen preservado de Donax (Paradonax) gracilis en Colima","Moluscos; Malacologia; Presencia; Manzanillo","Manzanillo"
"327","Colima","Donax (Paradonax) navicula","Manzanillo",NA,NA,"Especimen preservado de Donax (Paradonax) navicula en Colima","Moluscos; Malacologia; Presencia; Manzanillo","Manzanillo"
"328","Sinaloa","Donax (Paradonax) navicula","Mazatlán",NA,NA,"Especimen preservado de Donax (Paradonax) navicula en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"329","Sonora","Donax gouldii","Guaymas","1905","1905","Especimen preservado de Donax gouldii en Sonora","Moluscos; Malacologia; Presencia; Guaymas","Guaymas"
"330","Campeche","Donax striatus","Isla Del Carmen",NA,NA,"Especimen preservado de Donax striatus en Campeche","Moluscos; Malacologia; Presencia; Isla Del Carmen","Isla Del Carmen"
"331","Veracruz de Ignacio de la Llave","Donax striatus","Tonalá",NA,NA,"Especimen preservado de Donax striatus en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Tonalá","Tonalá"
"332","Veracruz de Ignacio de la Llave","Donax striatus","Tuxpan","1905","1905","Especimen preservado de Donax striatus en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Tuxpan","Tuxpan"
"333","","Donax texasianus","Golfo De México",NA,NA,"Especimen preservado de Donax texasianus en ","Moluscos; Malacologia; Presencia; Golfo De México","Golfo De México"
"334","Tamaulipas","Donax variabilis","",NA,NA,"Especimen preservado de Donax variabilis en Tamaulipas","Moluscos; Malacologia; Presencia; ",""
"335","Tamaulipas","Donax variabilis","Tampico",NA,NA,"Especimen preservado de Donax variabilis en Tamaulipas","Moluscos; Malacologia; Presencia; Tampico","Tampico"
"336","Veracruz de Ignacio de la Llave","Donax variabilis","Tonalá","1905","1905","Especimen preservado de Donax variabilis en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Tonalá","Tonalá"
"337","Veracruz de Ignacio de la Llave","Donax variabilis","Tuxpan","1905","1946","Especimen preservado de Donax variabilis en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Tuxpan","Tuxpan"
"338","Veracruz de Ignacio de la Llave","Dosinia (Dosinia) discus","",NA,NA,"Especimen preservado de Dosinia (Dosinia) discus en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; ",""
"339","Veracruz de Ignacio de la Llave","Dosinia (Dosinia) discus","Nautla",NA,NA,"Especimen preservado de Dosinia (Dosinia) discus en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Nautla","Nautla"
"340","Veracruz de Ignacio de la Llave","Dosinia (Dosinia) discus","Tuxpan","1946","1946","Especimen preservado de Dosinia (Dosinia) discus en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Tuxpan","Tuxpan"
"341","","Dosinia (Dosinia) dunkeri","Golfo De California",NA,NA,"Especimen preservado de Dosinia (Dosinia) dunkeri en ","Moluscos; Malacologia; Presencia; Golfo De California","Golfo De California"
"342","Baja California Sur","Dosinia (Dosinia) dunkeri","Bahía Magdalena",NA,NA,"Especimen preservado de Dosinia (Dosinia) dunkeri en Baja California Sur","Moluscos; Malacologia; Presencia; Bahía Magdalena","Bahía Magdalena"
"343","Guerrero","Dosinia (Dosinia) dunkeri","Acapulco",NA,NA,"Especimen preservado de Dosinia (Dosinia) dunkeri en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"344","Oaxaca","Dosinia (Dosinia) dunkeri","Salina Cruz",NA,NA,"Especimen preservado de Dosinia (Dosinia) dunkeri en Oaxaca","Moluscos; Malacologia; Presencia; Salina Cruz","Salina Cruz"
"345","Sinaloa","Dosinia (Dosinia) dunkeri","Mazatlán",NA,NA,"Especimen preservado de Dosinia (Dosinia) dunkeri en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"346","Sonora","Dosinia (Dosinia) dunkeri","Guaymas",NA,NA,"Especimen preservado de Dosinia (Dosinia) dunkeri en Sonora","Moluscos; Malacologia; Presencia; Guaymas","Guaymas"
"347","Quintana Roo","Dosinia (Dosinia) elegans","Quintana Roo",NA,NA,"Especimen preservado de Dosinia (Dosinia) elegans en Quintana Roo","Moluscos; Malacologia; Presencia; Quintana Roo","Quintana Roo"
"348","Veracruz de Ignacio de la Llave","Dosinia (Dosinia) elegans","Veracruz",NA,NA,"Especimen preservado de Dosinia (Dosinia) elegans en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Veracruz","Veracruz"
"349","","Dosinia (Dosinia) ponderosa","Golfo De California",NA,NA,"Especimen preservado de Dosinia (Dosinia) ponderosa en ","Moluscos; Malacologia; Presencia; Golfo De California","Golfo De California"
"350","Baja California Sur","Dosinia (Dosinia) ponderosa","Santa Inés",NA,NA,"Especimen preservado de Dosinia (Dosinia) ponderosa en Baja California Sur","Moluscos; Malacologia; Presencia; Santa Inés","Santa Inés"
"351","Sinaloa","Dosinia (Dosinia) ponderosa","Mazatlán",NA,NA,"Especimen preservado de Dosinia (Dosinia) ponderosa en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"352","Sonora","Dosinia (Dosinia) ponderosa","Guaymas",NA,NA,"Especimen preservado de Dosinia (Dosinia) ponderosa en Sonora","Moluscos; Malacologia; Presencia; Guaymas","Guaymas"
"353","Guerrero","Dosinia (Dosinia) semiobliterata","Acapulco","1905","1905","Especimen preservado de Dosinia (Dosinia) semiobliterata en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"354","Veracruz de Ignacio de la Llave","Elliptio dilatata","Nautla","1945","1945","Especimen preservado de Elliptio dilatata en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Nautla","Nautla"
"355","Oaxaca","Eucrassatella antillarum","Salina Cruz","1961","1961","Especimen preservado de Eucrassatella antillarum en Oaxaca","Moluscos; Malacologia; Presencia; Salina Cruz","Salina Cruz"
"356","Sinaloa","Eucrassatella antillarum","Mazatlán",NA,NA,"Especimen preservado de Eucrassatella antillarum en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"357","Sonora","Eucrassatella antillarum","Guaymas","1905","1905","Especimen preservado de Eucrassatella antillarum en Sonora","Moluscos; Malacologia; Presencia; Guaymas","Guaymas"
"358","Veracruz de Ignacio de la Llave","Euvola raveneli","Tonalá","1905","1905","Especimen preservado de Euvola raveneli en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Tonalá","Tonalá"
"359","","Euvola vogdesi","",NA,NA,"Especimen preservado de Euvola vogdesi en ","Moluscos; Malacologia; Presencia; ",""
"360","Baja California Sur","Euvola vogdesi","Golfo Santa Inés","1905","1905","Especimen preservado de Euvola vogdesi en Baja California Sur","Moluscos; Malacologia; Presencia; Golfo Santa Inés","Golfo Santa Inés"
"361","Sonora","Euvola vogdesi","Guaymas",NA,NA,"Especimen preservado de Euvola vogdesi en Sonora","Moluscos; Malacologia; Presencia; Guaymas","Guaymas"
"362","Baja California Sur","Fugleria illota","La Paz",NA,NA,"Especimen preservado de Fugleria illota en Baja California Sur","Moluscos; Malacologia; Presencia; La Paz","La Paz"
"363","Colima","Fugleria illota","Manzanillo",NA,NA,"Especimen preservado de Fugleria illota en Colima","Moluscos; Malacologia; Presencia; Manzanillo","Manzanillo"
"364","Guerrero","Fugleria illota","Acapulco","1905","1905","Especimen preservado de Fugleria illota en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"365","Campeche","Fugleria tenera","Isla Del Carmen","1963","1963","Especimen preservado de Fugleria tenera en Campeche","Moluscos; Malacologia; Presencia; Isla Del Carmen","Isla Del Carmen"
"366","Veracruz de Ignacio de la Llave","Fugleria tenera","Veracruz","1905","1905","Especimen preservado de Fugleria tenera en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Veracruz","Veracruz"
"367","Sinaloa","Geukensia demissa","Mazatlán","1905","1905","Especimen preservado de Geukensia demissa en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"368","Veracruz de Ignacio de la Llave","Geukensia granosissima","Boca del Río","1905","1905","Especimen preservado de Geukensia granosissima en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Boca del Río","Boca del Río"
"369","Colima","Glycymeris (Axinactis) delessertii","Manzanillo",NA,NA,"Especimen preservado de Glycymeris (Axinactis) delessertii en Colima","Moluscos; Malacologia; Presencia; Manzanillo","Manzanillo"
"370","Guerrero","Glycymeris (Axinactis) delessertii","Acapulco",NA,NA,"Especimen preservado de Glycymeris (Axinactis) delessertii en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"371","Sinaloa","Glycymeris (Axinactis) delessertii","Mazatlán",NA,NA,"Especimen preservado de Glycymeris (Axinactis) delessertii en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"372","","Glycymeris (Glycymerella) americana","",NA,NA,"Especimen preservado de Glycymeris (Glycymerella) americana en ","Moluscos; Malacologia; Presencia; ",""
"373","Baja California Sur","Glycymeris (Glycymeris) gigantea","La Paz",NA,NA,"Especimen preservado de Glycymeris (Glycymeris) gigantea en Baja California Sur","Moluscos; Malacologia; Presencia; La Paz","La Paz"
"374","Colima","Glycymeris (Glycymeris) gigantea","Manzanillo",NA,NA,"Especimen preservado de Glycymeris (Glycymeris) gigantea en Colima","Moluscos; Malacologia; Presencia; Manzanillo","Manzanillo"
"375","Guerrero","Glycymeris (Glycymeris) gigantea","Acapulco","1905","1905","Especimen preservado de Glycymeris (Glycymeris) gigantea en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"376","Oaxaca","Glycymeris (Glycymeris) gigantea","Salina Cruz",NA,NA,"Especimen preservado de Glycymeris (Glycymeris) gigantea en Oaxaca","Moluscos; Malacologia; Presencia; Salina Cruz","Salina Cruz"
"377","Sinaloa","Glycymeris (Glycymeris) gigantea","Mazatlán",NA,NA,"Especimen preservado de Glycymeris (Glycymeris) gigantea en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"378","Sonora","Glycymeris (Glycymeris) gigantea","Guaymas",NA,NA,"Especimen preservado de Glycymeris (Glycymeris) gigantea en Sonora","Moluscos; Malacologia; Presencia; Guaymas","Guaymas"
"379","Oaxaca","Glycymeris (Glycymeris) lintea","Salina Cruz","1905","1905","Especimen preservado de Glycymeris (Glycymeris) lintea en Oaxaca","Moluscos; Malacologia; Presencia; Salina Cruz","Salina Cruz"
"380","Sinaloa","Glycymeris (Glycymeris) lintea","Mazatlán",NA,NA,"Especimen preservado de Glycymeris (Glycymeris) lintea en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"381","Guerrero","Glycymeris (Glycymeris) maculata","Acapulco",NA,NA,"Especimen preservado de Glycymeris (Glycymeris) maculata en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"382","Campeche","Glycymeris (Glycymeris) undata","Isla Del Carmen","1943","1943","Especimen preservado de Glycymeris (Glycymeris) undata en Campeche","Moluscos; Malacologia; Presencia; Isla Del Carmen","Isla Del Carmen"
"383","Veracruz de Ignacio de la Llave","Glycymeris (Glycymeris) undata","Alvarado","1905","1905","Especimen preservado de Glycymeris (Glycymeris) undata en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Alvarado","Alvarado"
"384","Guerrero","Harvella elegans","Acapulco","1905","1905","Especimen preservado de Harvella elegans en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"385","Baja California Sur","Heterodonax pacificus","La Paz","1905","1905","Especimen preservado de Heterodonax pacificus en Baja California Sur","Moluscos; Malacologia; Presencia; La Paz","La Paz"
"386","Guerrero","Heterodonax pacificus","Acapulco","1937","1937","Especimen preservado de Heterodonax pacificus en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"387","Sonora","Heterodonax pacificus","Guaymas",NA,NA,"Especimen preservado de Heterodonax pacificus en Sonora","Moluscos; Malacologia; Presencia; Guaymas","Guaymas"
"388","Sinaloa","Hiatella arctica","Mazatlán","1905","1905","Especimen preservado de Hiatella arctica en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"389","Colima","Iphigenia altior","Manzanillo",NA,NA,"Especimen preservado de Iphigenia altior en Colima","Moluscos; Malacologia; Presencia; Manzanillo","Manzanillo"
"390","Oaxaca","Iphigenia altior","Salina Cruz",NA,NA,"Especimen preservado de Iphigenia altior en Oaxaca","Moluscos; Malacologia; Presencia; Salina Cruz","Salina Cruz"
"391","Veracruz de Ignacio de la Llave","Iphigenia brasiliana","Alvarado",NA,NA,"Especimen preservado de Iphigenia brasiliana en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Alvarado","Alvarado"
"392","Veracruz de Ignacio de la Llave","Iphigenia brasiliana","Sontecomapan","1905","1905","Especimen preservado de Iphigenia brasiliana en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Sontecomapan","Sontecomapan"
"393","Veracruz de Ignacio de la Llave","Iphigenia brasiliana","Tonalá",NA,NA,"Especimen preservado de Iphigenia brasiliana en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Tonalá","Tonalá"
"394","Colima","Irus (Paphonotia) ellipticus","Manzanillo","1905","1905","Especimen preservado de Irus (Paphonotia) ellipticus en Colima","Moluscos; Malacologia; Presencia; Manzanillo","Manzanillo"
"395","Veracruz de Ignacio de la Llave","Ischadium recurvum","Catemaco",NA,NA,"Especimen preservado de Ischadium recurvum en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Catemaco","Catemaco"
"396","Veracruz de Ignacio de la Llave","Ischadium recurvum","Laguna Buen País","1905","1905","Especimen preservado de Ischadium recurvum en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Laguna Buen País","Laguna Buen País"
"397","Veracruz de Ignacio de la Llave","Ischadium recurvum","Puerto México Y Sontecomapan","1905","1905","Especimen preservado de Ischadium recurvum en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Puerto México Y Sontecomapan","Puerto México Y Sontecomapan"
"398","Veracruz de Ignacio de la Llave","Ischadium recurvum","Sontecomapan","1939","1939","Especimen preservado de Ischadium recurvum en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Sontecomapan","Sontecomapan"
"399","Veracruz de Ignacio de la Llave","Ischadium recurvum","Tuxpan","1946","1946","Especimen preservado de Ischadium recurvum en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Tuxpan","Tuxpan"
"400","Veracruz de Ignacio de la Llave","Ischadium recurvum","Veracruz","1905","1939","Especimen preservado de Ischadium recurvum en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Veracruz","Veracruz"
"401","Campeche","Isognomon (Melina) alatus","Jaina","1980","1980","Especimen preservado de Isognomon (Melina) alatus en Campeche","Moluscos; Malacologia; Presencia; Jaina","Jaina"
"402","Veracruz de Ignacio de la Llave","Isognomon (Melina) alatus","Catemaco","1905","1905","Especimen preservado de Isognomon (Melina) alatus en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Catemaco","Catemaco"
"403","Veracruz de Ignacio de la Llave","Isognomon (Melina) alatus","Sontecomapan","1905","1959","Especimen preservado de Isognomon (Melina) alatus en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Sontecomapan","Sontecomapan"
"404","Veracruz de Ignacio de la Llave","Isognomon (Melina) alatus","Veracruz","1939","1939","Especimen preservado de Isognomon (Melina) alatus en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Veracruz","Veracruz"
"405","","Isognomon (Melina) bicolor","",NA,NA,"Especimen preservado de Isognomon (Melina) bicolor en ","Moluscos; Malacologia; Presencia; ",""
"406","Veracruz de Ignacio de la Llave","Isognomon (Melina) bicolor","Úrsulo Galván",NA,NA,"Especimen preservado de Isognomon (Melina) bicolor en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Úrsulo Galván","Úrsulo Galván"
"407","Veracruz de Ignacio de la Llave","Isognomon (Melina) bicolor","Veracruz",NA,NA,"Especimen preservado de Isognomon (Melina) bicolor en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Veracruz","Veracruz"
"408","Baja California Sur","Isognomon (Melina) janus","Isla Partida","1960","1960","Especimen preservado de Isognomon (Melina) janus en Baja California Sur","Moluscos; Malacologia; Presencia; Isla Partida","Isla Partida"
"409","Guerrero","Isognomon (Melina) janus","Zihuatanejo","1905","1905","Especimen preservado de Isognomon (Melina) janus en Guerrero","Moluscos; Malacologia; Presencia; Zihuatanejo","Zihuatanejo"
"410","Sonora","Isognomon (Melina) janus","Guaymas",NA,NA,"Especimen preservado de Isognomon (Melina) janus en Sonora","Moluscos; Malacologia; Presencia; Guaymas","Guaymas"
"411","Veracruz de Ignacio de la Llave","Isognomon (Melina) radiatus","Úrsulo Galván",NA,NA,"Especimen preservado de Isognomon (Melina) radiatus en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Úrsulo Galván","Úrsulo Galván"
"412","Guerrero","Isognomon (Melina) recognitus","Acapulco","1905","1905","Especimen preservado de Isognomon (Melina) recognitus en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"413","Oaxaca","Isognomon (Melina) recognitus","Salina Cruz",NA,NA,"Especimen preservado de Isognomon (Melina) recognitus en Oaxaca","Moluscos; Malacologia; Presencia; Salina Cruz","Salina Cruz"
"414","Sonora","Isognomon (Melina) recognitus","Guaymas",NA,NA,"Especimen preservado de Isognomon (Melina) recognitus en Sonora","Moluscos; Malacologia; Presencia; Guaymas","Guaymas"
"415","Guerrero","Laevicardium","Acapulco",NA,NA,"Especimen preservado de Laevicardium en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"416","Guerrero","Laevicardium clarionense","Acapulco",NA,NA,"Especimen preservado de Laevicardium clarionense en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"417","Sonora","Laevicardium clarionense","Guaymas",NA,NA,"Especimen preservado de Laevicardium clarionense en Sonora","Moluscos; Malacologia; Presencia; Guaymas","Guaymas"
"418","Baja California","Laevicardium elatum","Ensenada","1963","1963","Especimen preservado de Laevicardium elatum en Baja California","Moluscos; Malacologia; Presencia; Ensenada","Ensenada"
"419","Guerrero","Laevicardium elatum","Acapulco",NA,NA,"Especimen preservado de Laevicardium elatum en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"420","Sinaloa","Laevicardium elatum","Ahome","1957","1957","Especimen preservado de Laevicardium elatum en Sinaloa","Moluscos; Malacologia; Presencia; Ahome","Ahome"
"421","Sinaloa","Laevicardium elatum","Mazatlán",NA,NA,"Especimen preservado de Laevicardium elatum en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"422","Sonora","Laevicardium elatum","Guaymas",NA,NA,"Especimen preservado de Laevicardium elatum en Sonora","Moluscos; Malacologia; Presencia; Guaymas","Guaymas"
"423","Baja California Sur","Laevicardium elenense","Bahía Magdalena",NA,NA,"Especimen preservado de Laevicardium elenense en Baja California Sur","Moluscos; Malacologia; Presencia; Bahía Magdalena","Bahía Magdalena"
"424","Colima","Laevicardium elenense","Manzanillo",NA,NA,"Especimen preservado de Laevicardium elenense en Colima","Moluscos; Malacologia; Presencia; Manzanillo","Manzanillo"
"425","Guerrero","Laevicardium elenense","Acapulco",NA,NA,"Especimen preservado de Laevicardium elenense en Guerrero","Moluscos; Malacologia; Presencia; Acapulco","Acapulco"
"426","Sinaloa","Laevicardium elenense","Mazatlán",NA,NA,"Especimen preservado de Laevicardium elenense en Sinaloa","Moluscos; Malacologia; Presencia; Mazatlán","Mazatlán"
"427","Campeche","Laevicardium laevigatum","Isla Del Carmen",NA,NA,"Especimen preservado de Laevicardium laevigatum en Campeche","Moluscos; Malacologia; Presencia; Isla Del Carmen","Isla Del Carmen"
"428","Veracruz de Ignacio de la Llave","Laevicardium laevigatum","Alvarado",NA,NA,"Especimen preservado de Laevicardium laevigatum en Veracruz de Ignacio de la Llave","Moluscos; Malacologia; Presencia; Alvarado","Alvarado"
