"","State/Province","Scientific name","County","Inicio","Fin","Titulo","Key"
"506","Guerrero","Antennarius avalonis","Frente A Laguna Tres Palos","1983","1983","Especimen preservado de Antennarius avalonis en Guerrero","Peces; Ictiologia; Presencia; Frente A Laguna Tres Palos"
"507","Guerrero","Antennarius avalonis","Playa Paraíso","1983","1983","Especimen preservado de Antennarius avalonis en Guerrero","Peces; Ictiologia; Presencia; Playa Paraíso"
"508","Guerrero","Antennarius avalonis","Punta Los Órganos","1982","1982","Especimen preservado de Antennarius avalonis en Guerrero","Peces; Ictiologia; Presencia; Punta Los Órganos"
"509","Guerrero","Arothron meleagris","Playa Hornos","1965","1965","Especimen preservado de Arothron meleagris en Guerrero","Peces; Ictiologia; Presencia; Playa Hornos"
"510","Guerrero","Astroscopus zephyreus","Estero Petacalco","1964","1964","Especimen preservado de Astroscopus zephyreus en Guerrero","Peces; Ictiologia; Presencia; Estero Petacalco"
"511","Guerrero","Awaous banana","Coyuca De Benítez","1976","1976","Especimen preservado de Awaous banana en Guerrero","Peces; Ictiologia; Presencia; Coyuca De Benítez"
"512","Guerrero","Balistes polylepis","Puerto Vicente Guerrero","2006","2006","Especimen preservado de Balistes polylepis en Guerrero","Peces; Ictiologia; Presencia; Puerto Vicente Guerrero"
"513","Guerrero","Bathycongrus macrurus","Laguna De Chautengo, Municipio De Copala","1982","1982","Especimen preservado de Bathycongrus macrurus en Guerrero","Peces; Ictiologia; Presencia; Laguna De Chautengo, Municipio De Copala"
"514","Guerrero","Bathygobius ramosus","Playa Troncones","1975","1975","Especimen preservado de Bathygobius ramosus en Guerrero","Peces; Ictiologia; Presencia; Playa Troncones"
"515","Guerrero","Batrachoides waltersi","Bahía De Papanoa","2003","2003","Especimen preservado de Batrachoides waltersi en Guerrero","Peces; Ictiologia; Presencia; Bahía De Papanoa"
"516","Guerrero","Bellator xenisma","Punta El Potosí","1982","1982","Especimen preservado de Bellator xenisma en Guerrero","Peces; Ictiologia; Presencia; Punta El Potosí"
"517","Guerrero","Bollmannia chlamydes","Punta Los Órganos","1985","1985","Especimen preservado de Bollmannia chlamydes en Guerrero","Peces; Ictiologia; Presencia; Punta Los Órganos"
"518","Guerrero","Bollmannia ocellata","Punta Los Órganos","1982","1982","Especimen preservado de Bollmannia ocellata en Guerrero","Peces; Ictiologia; Presencia; Punta Los Órganos"
"519","Guerrero","Bothus constellatus","Laguna El Plan, Nuxco","1985","1985","Especimen preservado de Bothus constellatus en Guerrero","Peces; Ictiologia; Presencia; Laguna El Plan, Nuxco"
"520","Guerrero","Bothus constellatus","Punta El Potosí","1985","1985","Especimen preservado de Bothus constellatus en Guerrero","Peces; Ictiologia; Presencia; Punta El Potosí"
"521","Guerrero","Bregmaceros bathymaster","Oeste Playa El Calvario","1982","1982","Especimen preservado de Bregmaceros bathymaster en Guerrero","Peces; Ictiologia; Presencia; Oeste Playa El Calvario"
"522","Guerrero","Brotula clarkae","Sur Laguna Paraíso","1983","1983","Especimen preservado de Brotula clarkae en Guerrero","Peces; Ictiologia; Presencia; Sur Laguna Paraíso"
"523","Guerrero","Caranx caninus","Peñitas","2000","2000","Especimen preservado de Caranx caninus en Guerrero","Peces; Ictiologia; Presencia; Peñitas"
"524","Guerrero","Caranx caninus","Petacalco","1985","1985","Especimen preservado de Caranx caninus en Guerrero","Peces; Ictiologia; Presencia; Petacalco"
"525","Guerrero","Caranx otrynter","Laguna El Tecomate","1982","1982","Especimen preservado de Caranx otrynter en Guerrero","Peces; Ictiologia; Presencia; Laguna El Tecomate"
"526","Guerrero","Caranx otrynter","Punta El Potosí","1982","1982","Especimen preservado de Caranx otrynter en Guerrero","Peces; Ictiologia; Presencia; Punta El Potosí"
"527","Guerrero","Caranx otrynter","Punta Maldonado","1985","1985","Especimen preservado de Caranx otrynter en Guerrero","Peces; Ictiologia; Presencia; Punta Maldonado"
"528","Guerrero","Caranx sexfaciatus","Zihuatanejo","2000","2000","Especimen preservado de Caranx sexfaciatus en Guerrero","Peces; Ictiologia; Presencia; Zihuatanejo"
"529","Guerrero","Cathorops dasycephalus","Frente A Ixtapa Zihuatanejo","1982","1982","Especimen preservado de Cathorops dasycephalus en Guerrero","Peces; Ictiologia; Presencia; Frente A Ixtapa Zihuatanejo"
"530","Guerrero","Cephalopholis panamensis","Bahía De Zihuatanejo","2008","2008","Especimen preservado de Cephalopholis panamensis en Guerrero","Peces; Ictiologia; Presencia; Bahía De Zihuatanejo"
"531","Guerrero","Cephalopholis panamensis","Puerto Escondido","1982","1982","Especimen preservado de Cephalopholis panamensis en Guerrero","Peces; Ictiologia; Presencia; Puerto Escondido"
"532","Guerrero","Chaetodipterus zonatus","Barra Santa Rosa","1982","1982","Especimen preservado de Chaetodipterus zonatus en Guerrero","Peces; Ictiologia; Presencia; Barra Santa Rosa"
"533","Guerrero","Chaetodipterus zonatus","Lomas De Chapultepec","1982","1985","Especimen preservado de Chaetodipterus zonatus en Guerrero","Peces; Ictiologia; Presencia; Lomas De Chapultepec"
"534","Guerrero","Chaetodon humeralis","Estero El Tular","1982","1982","Especimen preservado de Chaetodon humeralis en Guerrero","Peces; Ictiologia; Presencia; Estero El Tular"
"535","Guerrero","Chaetodon humeralis","Laguna El Plan","1985","1985","Especimen preservado de Chaetodon humeralis en Guerrero","Peces; Ictiologia; Presencia; Laguna El Plan"
"536","Guerrero","Chaetodon humeralis","Playa El Calvario","1982","1982","Especimen preservado de Chaetodon humeralis en Guerrero","Peces; Ictiologia; Presencia; Playa El Calvario"
"537","Guerrero","Chaetodon humeralis","Punta El Potosí","1982","1982","Especimen preservado de Chaetodon humeralis en Guerrero","Peces; Ictiologia; Presencia; Punta El Potosí"
"538","Guerrero","Chaetodon humeralis","Punta Maldonado","1982","1982","Especimen preservado de Chaetodon humeralis en Guerrero","Peces; Ictiologia; Presencia; Punta Maldonado"
"539","Guerrero","Cherublemma emmelas","Punta Diamante","1982","1982","Especimen preservado de Cherublemma emmelas en Guerrero","Peces; Ictiologia; Presencia; Punta Diamante"
"540","Guerrero","Cherublemma emmelas","Punta Los Órganos","1984","1984","Especimen preservado de Cherublemma emmelas en Guerrero","Peces; Ictiologia; Presencia; Punta Los Órganos"
"541","Guerrero","Chiloconger dentatus","Desembocadura Río Balsas","1986","1986","Especimen preservado de Chiloconger dentatus en Guerrero","Peces; Ictiologia; Presencia; Desembocadura Río Balsas"
"542","Guerrero","Chilomycterus affinis","Al Ne De Zihuatanejo","1983","1983","Especimen preservado de Chilomycterus affinis en Guerrero","Peces; Ictiologia; Presencia; Al Ne De Zihuatanejo"
"543","Guerrero","Chilomycterus affinis","Bahía Petacalco","1985","1985","Especimen preservado de Chilomycterus affinis en Guerrero","Peces; Ictiologia; Presencia; Bahía Petacalco"
"544","Guerrero","Chloroscombrus orqueta","Suroeste De Chutla","1985","1985","Especimen preservado de Chloroscombrus orqueta en Guerrero","Peces; Ictiologia; Presencia; Suroeste De Chutla"
"545","Guerrero","Chromis atrilobata","Punta Casa De Piedra","1983","1983","Especimen preservado de Chromis atrilobata en Guerrero","Peces; Ictiologia; Presencia; Punta Casa De Piedra"
"546","Guerrero","Cirrhitus rivulatus","Zihuatanejo","2007","2007","Especimen preservado de Cirrhitus rivulatus en Guerrero","Peces; Ictiologia; Presencia; Zihuatanejo"
"547","Guerrero","Cirrhitus rivulatus","Zona Rocosa Las Gatas, Zihuatanejo","1982","1982","Especimen preservado de Cirrhitus rivulatus en Guerrero","Peces; Ictiologia; Presencia; Zona Rocosa Las Gatas, Zihuatanejo"
"548","Guerrero","Citharichthys platophrys","La Ticla","1998","1998","Especimen preservado de Citharichthys platophrys en Guerrero","Peces; Ictiologia; Presencia; La Ticla"
"549","Guerrero","Conodon serrifer","Punta Los Órganos","1985","1985","Especimen preservado de Conodon serrifer en Guerrero","Peces; Ictiologia; Presencia; Punta Los Órganos"
"550","Guerrero","Coryphaena hippurus","Petacalco","2000","2000","Especimen preservado de Coryphaena hippurus en Guerrero","Peces; Ictiologia; Presencia; Petacalco"
"551","Guerrero","Cynoscion stolzmanni","Papanoa","1989","1989","Especimen preservado de Cynoscion stolzmanni en Guerrero","Peces; Ictiologia; Presencia; Papanoa"
"552","Guerrero","Dasyatis longa","Tecpan De Galeana","1989","1989","Especimen preservado de Dasyatis longa en Guerrero","Peces; Ictiologia; Presencia; Tecpan De Galeana"
"553","Guerrero","Diapterus aureolus","Oeste Punta Los Organos","1985","1985","Especimen preservado de Diapterus aureolus en Guerrero","Peces; Ictiologia; Presencia; Oeste Punta Los Organos"
"554","Guerrero","Diodon hystrix","Al Noreste de Zihuatanejo, Gro.","1983","1983","Especimen preservado de Diodon hystrix en Guerrero","Peces; Ictiologia; Presencia; Al Noreste de Zihuatanejo, Gro."
"555","Guerrero","Diodon hystrix","Punta Maldonado","1979","1979","Especimen preservado de Diodon hystrix en Guerrero","Peces; Ictiologia; Presencia; Punta Maldonado"
"556","Guerrero","Diodon hystrix","Zihuatanejo","1979","1979","Especimen preservado de Diodon hystrix en Guerrero","Peces; Ictiologia; Presencia; Zihuatanejo"
"557","Guerrero","Diplectrum eumelum","Lomas De Chapultepec","1998","1998","Especimen preservado de Diplectrum eumelum en Guerrero","Peces; Ictiologia; Presencia; Lomas De Chapultepec"
"558","Guerrero","Diplectrum eumelum","Punta Los Órganos","1985","1985","Especimen preservado de Diplectrum eumelum en Guerrero","Peces; Ictiologia; Presencia; Punta Los Órganos"
"559","Guerrero","Diplectrum euryplectrum","Punta Los Órganos","1985","1985","Especimen preservado de Diplectrum euryplectrum en Guerrero","Peces; Ictiologia; Presencia; Punta Los Órganos"
"560","Guerrero","Diplectrum labarum","Punta Los Órganos","1985","1985","Especimen preservado de Diplectrum labarum en Guerrero","Peces; Ictiologia; Presencia; Punta Los Órganos"
"561","Guerrero","Diplectrum pacificum","Tecoamapa","1985","1985","Especimen preservado de Diplectrum pacificum en Guerrero","Peces; Ictiologia; Presencia; Tecoamapa"
"562","Guerrero","Diplectrum rostrum","Punta Diamante","1998","1998","Especimen preservado de Diplectrum rostrum en Guerrero","Peces; Ictiologia; Presencia; Punta Diamante"
"563","Guerrero","Diplobatis ommata","Playa Paraíso","1982","1982","Especimen preservado de Diplobatis ommata en Guerrero","Peces; Ictiologia; Presencia; Playa Paraíso"
"564","Guerrero","Diplobatis ommata","Punta Los Órganos","1982","1982","Especimen preservado de Diplobatis ommata en Guerrero","Peces; Ictiologia; Presencia; Punta Los Órganos"
"565","Guerrero","Elagatis bipinnulata","Puerto Escondido","1985","1985","Especimen preservado de Elagatis bipinnulata en Guerrero","Peces; Ictiologia; Presencia; Puerto Escondido"
"566","Guerrero","Elattarchus archidium","Sureste Laguna Tres Palos","1985","1985","Especimen preservado de Elattarchus archidium en Guerrero","Peces; Ictiologia; Presencia; Sureste Laguna Tres Palos"
"567","Guerrero","Eleotris picta","Río Coyuca, La Quebrada","1991","1991","Especimen preservado de Eleotris picta en Guerrero","Peces; Ictiologia; Presencia; Río Coyuca, La Quebrada"
"568","Guerrero","Engyophrys sanctilaurentii","Punta El Potosí","1982","1982","Especimen preservado de Engyophrys sanctilaurentii en Guerrero","Peces; Ictiologia; Presencia; Punta El Potosí"
"569","Guerrero","Epinephelus analogus","Bahía De Zihuatanejo","2008","2008","Especimen preservado de Epinephelus analogus en Guerrero","Peces; Ictiologia; Presencia; Bahía De Zihuatanejo"
"570","Guerrero","Epinephelus analogus","Bahía Petacalco","1982","1982","Especimen preservado de Epinephelus analogus en Guerrero","Peces; Ictiologia; Presencia; Bahía Petacalco"
"571","Guerrero","Epinephelus analogus","Laguna El Plan","1985","1985","Especimen preservado de Epinephelus analogus en Guerrero","Peces; Ictiologia; Presencia; Laguna El Plan"
"572","Guerrero","Epinephelus labriformis","Bahía De Zihuatanejo","2008","2008","Especimen preservado de Epinephelus labriformis en Guerrero","Peces; Ictiologia; Presencia; Bahía De Zihuatanejo"
"573","Guerrero","Epinephelus niphobles","Punta El Potosí","1983","1983","Especimen preservado de Epinephelus niphobles en Guerrero","Peces; Ictiologia; Presencia; Punta El Potosí"
"574","Guerrero","Eucinostomus argenteus","Acapulco","1983","1983","Especimen preservado de Eucinostomus argenteus en Guerrero","Peces; Ictiologia; Presencia; Acapulco"
"575","Guerrero","Eucinostomus currani","Oriente Punta Maldonado","1985","1985","Especimen preservado de Eucinostomus currani en Guerrero","Peces; Ictiologia; Presencia; Oriente Punta Maldonado"
"576","Guerrero","Eucinostomus entomelas","Sistema Lagunar De Guerrero","1983","1983","Especimen preservado de Eucinostomus entomelas en Guerrero","Peces; Ictiologia; Presencia; Sistema Lagunar De Guerrero"
"577","Guerrero","Eucinostomus gracilis","Sur Bahía Zihuatanejo","1985","1985","Especimen preservado de Eucinostomus gracilis en Guerrero","Peces; Ictiologia; Presencia; Sur Bahía Zihuatanejo"
"578","Guerrero","Eucinostomus gracilis","Sureste Punta Maldonado","1983","1983","Especimen preservado de Eucinostomus gracilis en Guerrero","Peces; Ictiologia; Presencia; Sureste Punta Maldonado"
"579","Guerrero","Eugerres lineatus","Salinas De Apazahualco","1973","1973","Especimen preservado de Eugerres lineatus en Guerrero","Peces; Ictiologia; Presencia; Salinas De Apazahualco"
"580","Guerrero","Fistularia corneta","Punta El Potosí","1982","1982","Especimen preservado de Fistularia corneta en Guerrero","Peces; Ictiologia; Presencia; Punta El Potosí"
"581","Guerrero","Fistularia corneta","Punta Los Órganos","1982","1982","Especimen preservado de Fistularia corneta en Guerrero","Peces; Ictiologia; Presencia; Punta Los Órganos"
"582","Guerrero","Galeichthys peruvianus","Noreste De Punta Madero","1982","1982","Especimen preservado de Galeichthys peruvianus en Guerrero","Peces; Ictiologia; Presencia; Noreste De Punta Madero"
"583","Guerrero","Gobiomorus maculatus","Laguna Costera De Guerrero, Postosi","1974","1974","Especimen preservado de Gobiomorus maculatus en Guerrero","Peces; Ictiologia; Presencia; Laguna Costera De Guerrero, Postosi"
"584","Guerrero","Gobionellus microdon","Lagunas Costeras De Guerrero, Salinas Del Cuajo","1974","1974","Especimen preservado de Gobionellus microdon en Guerrero","Peces; Ictiologia; Presencia; Lagunas Costeras De Guerrero, Salinas Del Cuajo"
"585","Guerrero","Gymnothorax equatorialis","La Ticla","1998","1998","Especimen preservado de Gymnothorax equatorialis en Guerrero","Peces; Ictiologia; Presencia; La Ticla"
"586","Guerrero","Gymnothorax panamensis","La Ticla","1985","1985","Especimen preservado de Gymnothorax panamensis en Guerrero","Peces; Ictiologia; Presencia; La Ticla"
"587","Guerrero","Gymnothorax panamensis","Punta Los Órganos","1985","1985","Especimen preservado de Gymnothorax panamensis en Guerrero","Peces; Ictiologia; Presencia; Punta Los Órganos"
"588","Guerrero","Gymnothorax panamensis","Troncones","2001","2001","Especimen preservado de Gymnothorax panamensis en Guerrero","Peces; Ictiologia; Presencia; Troncones"
"589","Guerrero","Gymnotorax castaneus","Petacalco","2000","2000","Especimen preservado de Gymnotorax castaneus en Guerrero","Peces; Ictiologia; Presencia; Petacalco"
"590","Guerrero","Gymnura marmorata","La Barrita","1998","1998","Especimen preservado de Gymnura marmorata en Guerrero","Peces; Ictiologia; Presencia; La Barrita"
"591","Guerrero","Haemulon flaviguttatum","Puerto Escondido","1982","1982","Especimen preservado de Haemulon flaviguttatum en Guerrero","Peces; Ictiologia; Presencia; Puerto Escondido"
