"Location","Area_M","Region_M"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Baja California Sur","Pacific","G. Of California"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Campeche","Atlantic","B Camp. Caribe"
"Vercruz",NA,NA
"Vercruz",NA,NA
"Vercruz",NA,NA
"Vercruz",NA,NA
"Vercruz",NA,NA
"Vercruz",NA,NA
"Vercruz",NA,NA
"Vercruz",NA,NA
"Vercruz",NA,NA
"Vercruz",NA,NA
"Vercruz",NA,NA
"Vercruz",NA,NA
"Vercruz",NA,NA
"Vercruz",NA,NA
"Vercruz",NA,NA
"Vercruz",NA,NA
"Vercruz",NA,NA
"Vercruz",NA,NA
"Vercruz",NA,NA
"Vercruz",NA,NA
"Vercruz",NA,NA
"Vercruz",NA,NA
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Quintana Roo","Atlantic","B Camp. Caribe"
"Colima","Pacific","Central Pacific"
"Colima","Pacific","Central Pacific"
"Colima","Pacific","Central Pacific"
"Colima","Pacific","Central Pacific"
"Colima","Pacific","Central Pacific"
"Colima","Pacific","Central Pacific"
"Colima","Pacific","Central Pacific"
"Colima","Pacific","Central Pacific"
